RNA1 name,RNA2 name,RNA1 chromosome,Start of RNA1 first read,Start of RNA1 last read,RNA1 strand,RNA2 chromosome,Start of RNA2 last read,Start of RNA2 first read,RNA2 strand,Number of interactions,Other interactions of RNA1,Other interactions of RNA2,Total other interactions,Odds ratio,Fishers exact test p-value,RNA1 type,RNA2 type
DapZ,oppA#gene1698,NC_016810,74849,74854,+,NC_016810,1798051,1798052,-,70,305493,1674,23312224,3.190986967,2.78E-09,sRNA,CDS
cheY#gene1873,MgrR,NC_016810,1970072,1970084,-,NC_016810,1550836,1550843,+,70,275,42936,23576180,139.7710419,9.67E-112,CDS,sRNA
STnc440,invI#gene2924,NC_016810,4580485,4580525,+,NC_016810,3059118,3059171,-,70,45098,775,23573518,47.21320193,1.91E-81,sRNA,CDS
sdaC#gene3003.5UTR,greB#gene3531.ompR#gene3530.IGR,NC_016810,3142158,3142185,+,NC_016810,3681893,3681896,-,70,96,10519,23608776,1636.536981,1.20E-180,5UTR,IGR
sulII,sulII.aph(3'')-Ib.IGR,NC_017719,25,97,-,NC_017719,8229,8658,-,70,167,1574,23617650,6289.462371,1.80E-224,NC_017719#gene,IGR
cstA#gene595.5UTR,ArcZ,NC_016810,660727,660768,+,NC_016810,3511899,3511917,+,69,753,56239,23562400,38.3915856,3.71E-74,5UTR,sRNA
ArcZ,dcuA#gene4346,NC_016810,3511861,3511865,+,NC_016810,4590103,4590144,-,69,121657,554,23497181,24.05569925,3.13E-60,sRNA,CDS
ArcZ,yghB#gene3193,NC_016810,3511862,3511864,+,NC_016810,3343305,3343395,+,69,121657,249,23497486,53.52221033,1.79E-81,sRNA,CDS
MgrR,lppA#gene1331,NC_016810,1550762,1550768,+,NC_016810,1416423,1416433,-,69,4643,8082,23606667,43.40764601,1.04E-78,sRNA,CDS
ArcZ,fhuA#gene192.AS,NC_016810,3511862,3511863,+,NC_016810,224392,224425,-,68,121658,38,23497697,345.6288154,9.60E-121,sRNA,AS
ArcZ,rfbJ#gene2098,NC_016810,3511862,3511862,+,NC_016810,2167876,2167899,-,68,121658,748,23496987,17.55815259,6.62E-51,sRNA,CDS
SL1344_3169#gene3226.SroG.IGR,CyaR,NC_016810,3379647,3379688,-,NC_016810,2228884,2228932,+,68,501,96148,23522744,33.20617973,2.75E-68,IGR,sRNA
SL1344_3128#gene3185.SL1344_3127#gene3184.IGR,MgrR,NC_016810,3337536,3337831,-,NC_016810,1550809,1550844,+,68,380,42938,23576075,98.25507893,4.44E-99,IGR,sRNA
repC,MgrR,NC_017720,92335,92384,-,NC_016810,1550836,1550843,+,68,831,42938,23575624,44.92926083,1.16E-77,NC_017720#gene,sRNA
STnc870,smg#gene3432,NC_016810,4292542,4292557,+,NC_016810,3596702,3596782,-,68,17138,902,23601353,103.8195488,4.70E-102,sRNA,CDS
SL1344_2608#gene2655.5UTR,CyaR,NC_016810,2785603,2785647,-,NC_016810,2228905,2228932,+,67,557,79965,23538872,35.40831933,3.26E-69,5UTR,sRNA
GJB7-4722,FnrS,NC_017718,42785,42786,+,NC_016810,1706784,1706792,-,67,4562,39167,23575665,8.840221881,1.06E-32,NC_017718#gene,sRNA
ArcZ,SL1344_0339#gene345,NC_016810,3511862,3511863,+,NC_016810,388692,388745,+,66,121660,753,23496982,16.9282955,2.54E-48,sRNA,CDS
flhD#gene1882,InvR,NC_016810,1979394,1979409,-,NC_016810,3067532,3067586,+,66,463,397837,23221095,8.320328407,2.91E-29,CDS,sRNA
sipB#gene2916,InvR,NC_016810,3052719,3052796,-,NC_016810,3067533,3067585,+,66,234,397837,23221324,16.46303437,2.22E-45,CDS,sRNA
RprA,SL1344_2594#gene2640,NC_016810,1401730,1401741,-,NC_016810,2768909,2769032,+,66,99460,1103,23518832,14.14932487,7.25E-44,sRNA,CDS
ArcZ,SL1344_3813#gene3873.3UTR,NC_016810,3511862,3511862,+,NC_016810,4074613,4074626,+,65,121661,71,23497664,176.8187498,3.51E-103,sRNA,3UTR
ArcZ,SL1344_2714#gene2764,NC_016810,3511862,3511863,+,NC_016810,2892911,2893030,-,65,121661,1299,23496436,9.663953155,1.95E-33,sRNA,CDS
ArcZ,nupG#gene3144,NC_016810,3511862,3511863,+,NC_016810,3292188,3292409,+,65,121661,832,23496903,15.08861136,1.35E-44,sRNA,CDS
groES#gene4350,STnc290,NC_016810,4595529,4595599,+,NC_016810,3215638,3215645,-,65,1223,2845,23615328,441.1625221,5.42E-138,CDS,sRNA
STnc870,yddA,NC_016810,4292542,4292557,+,NC_017718,27931,27976,+,65,17141,2207,23600048,40.54971021,7.45E-72,sRNA,NC_017718#gene
ArcZ,SL1344_3740#gene3801,NC_016810,3511862,3511863,+,NC_016810,3997375,3997468,+,64,121662,99,23497636,124.8573174,1.92E-94,sRNA,CDS
ArcZ,invC#gene2925,NC_016810,3511862,3511863,+,NC_016810,3060006,3060388,-,64,121662,1431,23496304,8.637437965,2.36E-30,sRNA,CDS
ArcZ,stcA#gene2161,NC_016810,3511862,3511862,+,NC_016810,2245245,2245279,-,64,121662,43,23497692,287.462881,2.41E-110,sRNA,CDS
SL1344_3086#gene3142,InvR,NC_016810,3290555,3290571,+,NC_016810,3067556,3067587,+,64,827,397839,23220731,4.516926225,7.68E-15,CDS,sRNA
groES#gene4350.groEL#gene4351.IGR,InvR,NC_016810,4595633,4595683,+,NC_016810,3067536,3067586,+,64,919,397839,23220639,4.064725993,1.12E-12,IGR,sRNA
STnc440,siiE#gene4281,NC_016810,4580484,4580499,+,NC_016810,4520382,4520465,+,64,37159,4727,23577511,8.590695188,2.54E-30,sRNA,CDS
siiE#gene4281,STnc440,NC_016810,4503970,4504253,+,NC_016810,4580516,4580565,+,64,9725,40508,23569164,3.829073837,6.48E-12,CDS,sRNA
ArcZ,SL1344_2782#gene2829.stpA#gene2830.IGR,NC_016810,3511862,3511863,+,NC_016810,2969517,2969597,+,63,121663,72,23497663,168.9951351,5.59E-99,sRNA,IGR
ArcZ,SL1344_3199#gene3256.5UTR,NC_016810,3511862,3511863,+,NC_016810,3415906,3415962,+,63,121663,3773,23493962,3.2244191,3.31E-08,sRNA,5UTR
sbp#gene4085.RUF_107c_59.IGR,ChiX,NC_016810,4294643,4294856,-,NC_016810,555573,555573,+,63,4,14718677,8900717,9.524381352,9.98E-03,IGR,sRNA
GcvB,purU#gene1708,NC_016810,3156802,3156816,+,NC_016810,1808411,1808453,+,63,639828,82,22979488,27.59331021,8.73E-52,sRNA,CDS
dgt#gene209.htrA#gene210.IGR,RprA,NC_016810,244392,244472,+,NC_016810,1401685,1401720,-,63,662,98730,23520006,22.6710091,2.30E-53,IGR,sRNA
secE#gene4167.5UTR,STnc870,NC_016810,4383275,4383318,+,NC_016810,4292591,4292599,+,63,1392,19017,23598989,56.16331134,5.16E-78,5UTR,sRNA
ArcZ,MicA,NC_016810,3511862,3511870,+,NC_016810,2989421,2989476,+,62,121664,2290,23495445,5.228508173,9.58E-18,sRNA,sRNA
ArcZ,acrB#gene475,NC_016810,3511862,3511863,+,NC_016810,530243,530473,-,62,121664,14,23497721,855.3173976,4.52E-121,sRNA,CDS
ArcZ,visB#gene3089,NC_016810,3511862,3511863,+,NC_016810,3239752,3239754,-,62,121664,23,23497712,520.6277817,2.17E-115,sRNA,CDS
SL1344_1977#gene2006,CyaR,NC_016810,2080023,2080072,+,NC_016810,2228891,2228931,+,62,553,96154,23522692,27.42750006,3.81E-57,CDS,sRNA
SL1344_2468#gene2514,CyaR,NC_016810,2619001,2619032,+,NC_016810,2228891,2228933,+,62,1593,96154,23521652,9.520864371,2.02E-31,CDS,sRNA
waaK#gene3742,MgrR,NC_016810,3931153,3931164,-,NC_016810,1550812,1550844,+,62,576,42944,23575879,59.09280505,2.78E-77,CDS,sRNA
RybD,ackA#gene2345,NC_016810,807391,807394,+,NC_016810,2445690,2445710,+,62,35726,2781,23580892,14.71521243,2.61E-42,sRNA,CDS
RUF_219c.sprB#gene2898.IGR,FnrS,NC_016810,3034333,3034339,-,NC_016810,1706801,1706805,-,61,121,161693,23457586,73.13690249,3.33E-77,IGR,sRNA
FnrS,rplW#gene3466,NC_016810,1706841,1706864,-,NC_016810,3616238,3616275,-,61,174707,70,23444623,116.940445,4.39E-86,sRNA,CDS
MgrR,SL1344_1663#gene1684,NC_016810,1550759,1550797,+,NC_016810,1784856,1784938,-,61,4651,17342,23597407,17.84631674,1.99E-46,sRNA,CDS
yjbC#gene4213,RprA,NC_016810,4437032,4437035,+,NC_016810,1401685,1401693,-,61,59,75970,23543371,320.408732,3.64E-111,CDS,sRNA
SroC,SL1344_0160#gene160,NC_016810,728278,728321,-,NC_016810,188506,188614,-,61,786746,270,22832384,6.556661866,1.32E-20,sRNA,CDS
corE#gene2702,SL1344_1968#gene1996,NC_016810,2829931,2829936,+,NC_016810,2073616,2073618,+,61,178,350949,23268273,22.72113249,6.14E-49,CDS,CDS
SL1344_2445#gene2491.acrD#gene2490.IGR,STnc930,NC_016810,2594633,2594640,-,NC_016810,514537,514580,+,61,141356,2328,23475716,4.351624956,1.52E-13,IGR,sRNA
argG#gene3317.tRNA-Met#rna61.IGR,CyaR,NC_016810,3478916,3479330,-,NC_016810,2228910,2228931,+,60,1084,79972,23538345,16.29145731,6.70E-43,IGR,sRNA
motA#gene1880,CyaR,NC_016810,1978009,1978195,-,NC_016810,2228902,2228931,+,60,557,79972,23538872,31.70616718,7.88E-59,CDS,sRNA
GcvB,glpT#gene2291.5UTR,NC_016810,3156918,3156929,+,NC_016810,2387665,2387720,-,60,25035,2048,23592318,27.60859562,2.95E-56,sRNA,5UTR
tRNA-Leu#rna80,SL1344_4239#gene4322,NC_016810,4162680,4162681,+,NC_016810,4570003,4570147,-,60,21702,4443,23593256,14.68125081,8.12E-41,tRNA,CDS
ArcZ,sipC#gene2915,NC_016810,3511862,3511863,+,NC_016810,3050751,3051045,-,59,121667,4479,23493256,2.543556334,2.11E-03,sRNA,CDS
glpQ#gene2290,CyaR,NC_016810,2385611,2385884,-,NC_016810,2228895,2228932,+,59,4123,96157,23519122,3.500087297,7.30E-09,CDS,sRNA
rffT#gene3952,CyaR,NC_016810,4159596,4159915,+,NC_016810,2228891,2228931,+,59,718,96157,23522527,20.10160051,7.02E-47,CDS,sRNA
ompC#gene2276.5UTR,RybB,NC_016810,2364288,2364392,-,NC_016810,941813,941866,-,59,6089,50610,23562703,4.511228335,8.95E-14,5UTR,sRNA
prgH#gene2906,STnc440,NC_016810,3038727,3039114,-,NC_016810,4580522,4580564,+,59,4462,40513,23574427,7.694301273,4.29E-25,CDS,sRNA
cfa#gene1381,STnc870,NC_016810,1462079,1462391,-,NC_016810,4292568,4292593,+,59,2795,19021,23597586,26.18812658,5.04E-54,CDS,sRNA
invI#gene2924,invB#gene2926,NC_016810,3058911,3058945,-,NC_016810,3060586,3060586,-,59,2750,3754,23612898,134.9504511,4.46E-95,CDS,CDS
SL1344_1263#gene1283,ArcZ,NC_016810,1363988,1364163,-,NC_016810,3511901,3511917,+,58,832,28905,23589666,56.89229921,1.78E-71,CDS,sRNA
SL1344_3283#gene3339,DapZ,NC_016810,3499106,3499108,-,NC_016810,74873,74924,+,58,729,297321,23321353,6.240632709,1.69E-19,CDS,sRNA
gcvH#gene3086,InvR,NC_016810,3236214,3236299,-,NC_016810,3067534,3067585,+,58,1295,397845,23220263,2.614035343,1.56E-03,CDS,sRNA
yfgA#gene2531,InvR,NC_016810,2655205,2655690,-,NC_016810,3067534,3067586,+,58,470,397845,23221088,7.202757537,3.68E-22,CDS,sRNA
SL1344_0724#gene736,MgrR,NC_016810,811685,811698,+,NC_016810,1550773,1550843,+,58,4130,43446,23571827,7.619410798,2.31E-24,CDS,sRNA
RprA,flhD#gene1882,NC_016810,1401730,1401731,-,NC_016810,1979514,1979531,-,58,99468,260,23519675,52.74758446,6.63E-68,sRNA,CDS
STnc440,ugtL#gene1552,NC_016810,4580485,4580499,+,NC_016810,1648172,1648370,-,58,37165,652,23581586,56.4441934,4.64E-71,sRNA,CDS
siiE#gene4281,CyaR,NC_016810,4503569,4503979,+,NC_016810,2228866,2228932,+,57,5549,96159,23517696,2.512262205,6.13E-03,CDS,sRNA
sulA#gene1027,DapZ,NC_016810,1118804,1118879,-,NC_016810,74872,74924,+,57,1237,297322,23320845,3.61428498,9.21E-09,CDS,sRNA
yhjW#gene3662.5UTR,MgrR,NC_016810,3843610,3843661,-,NC_016810,1550837,1550844,+,57,1123,42949,23575332,27.86120273,3.50E-53,5UTR,sRNA
SL1344_4239#gene4322,MicA,NC_016810,4570152,4570186,-,NC_016810,2989452,2989505,+,57,3299,5331,23610774,76.52336898,6.74E-78,CDS,sRNA
mobC.GJB7-4778.IGR,STnc810,NC_017719,6058,6059,+,NC_016810,4467935,4467941,-,57,365,8939,23610100,412.4685885,9.70E-118,IGR,sRNA
ArcZ,cigR#gene3788,NC_016810,3511862,3511862,+,NC_016810,3982245,3982246,-,56,121670,69,23497666,156.7401127,4.12E-86,sRNA,CDS
ArcZ,pilR,NC_016810,3511862,3511863,+,NC_017718,73990,74396,-,56,121670,310,23497425,34.88695758,4.68E-56,sRNA,NC_017718#gene
ArcZ,yjeQ#gene4370,NC_016810,3511862,3511862,+,NC_016810,4614383,4614402,-,56,121670,60,23497675,180.2511986,1.60E-88,sRNA,CDS
proP#gene4310.basS#gene4311.IGR,CyaR,NC_016810,4553675,4553891,+,NC_016810,2228913,2228932,+,56,5403,79976,23534026,3.049928156,7.70E-06,IGR,sRNA
rplL#gene4172,InvR,NC_016810,4386605,4386608,+,NC_016810,3067544,3067586,+,56,538,397847,23221020,6.075345155,6.48E-18,CDS,sRNA
SL1344_3161#gene3218,MgrR,NC_016810,3371612,3371618,+,NC_016810,1550836,1550843,+,56,69,42950,23576386,445.5054296,2.51E-111,CDS,sRNA
pitA#gene3615,rfbX#gene2097,NC_016810,3781273,3781335,+,NC_016810,2166924,2166928,-,56,33,686,23618686,58425.93939,1.11E-222,CDS,CDS
SL1344_3724#gene3785,ArcZ,NC_016810,3979144,3979169,-,NC_016810,3511898,3511916,+,55,3,56253,23563150,7679.431912,8.53E-134,CDS,sRNA
invJ#gene2923,ArcZ,NC_016810,3058034,3058052,-,NC_016810,3511828,3511899,+,55,173,27290,23591943,274.8379883,3.90E-102,CDS,sRNA
SL1344_4444#gene4534,STnc2080,NC_016810,4787897,4787902,-,NC_016810,2759412,2759413,-,55,239,8026,23611141,676.9905521,1.92E-124,CDS,sRNA
mukE#gene946,STnc2040,NC_016810,1036158,1036180,+,NC_016810,1819355,1819372,-,55,153,35883,23583370,236.2590092,3.88E-98,CDS,sRNA
STnc440,proP#gene4310.basS#gene4311.IGR,NC_016810,4580486,4580499,+,NC_016810,4553843,4553988,+,55,37168,5238,23577000,6.660648976,4.13E-20,sRNA,IGR
SL1344_2499#gene2544.3UTR,FnrS,NC_016810,2675301,2675301,-,NC_016810,1706792,1706805,-,54,0,200934,23418473,inf,8.24E-106,3UTR,sRNA
ArcZ,SL1344_3224#gene3279,NC_016810,3511862,3511863,+,NC_016810,3442033,3442093,-,54,121672,272,23497463,38.34027145,7.67E-56,sRNA,CDS
ArcZ,hyaC2#gene1487,NC_016810,3511862,3511864,+,NC_016810,1568599,1568599,-,54,121672,63,23497672,165.5340729,8.97E-84,sRNA,CDS
ArcZ,mppA#gene1630,NC_016810,3511862,3511863,+,NC_016810,1729659,1729697,-,54,121672,43,23497692,242.5268713,7.90E-90,sRNA,CDS
ArcZ,yehX#gene2173,NC_016810,3511862,3511863,+,NC_016810,2256412,2256491,-,54,121672,71,23497664,146.8822963,9.52E-82,sRNA,CDS
dcuA#gene4346.5UTR,CyaR,NC_016810,4591341,4591395,-,NC_016810,2228911,2228931,+,54,1308,79978,23538121,12.15030745,7.01E-32,5UTR,sRNA
cadC#gene2564,InvR,NC_016810,2695607,2695624,+,NC_016810,3067550,3067587,+,54,275,397849,23221283,11.46117138,3.23E-29,CDS,sRNA
ompC#gene2276.5UTR,InvR,NC_016810,2364201,2364222,-,NC_016810,3067529,3067586,+,54,1015,397849,23220543,3.105144521,5.52E-06,5UTR,sRNA
sipB#gene2916,InvR,NC_016810,3052919,3052930,-,NC_016810,3067543,3067587,+,54,777,397849,23220781,4.056311444,3.79E-10,CDS,sRNA
cbiC#gene2041,MgrR,NC_016810,2109005,2109020,-,NC_016810,1550777,1550843,+,54,1698,43450,23574259,17.25457807,1.29E-39,CDS,sRNA
SL1344_2468#gene2514,STnc490a,NC_016810,2619001,2619022,+,NC_016810,981670,981672,-,54,1601,11323,23606483,70.31892281,1.83E-71,CDS,sRNA
dacC#gene855.5UTR,STnc870,NC_016810,934674,934726,+,NC_016810,4292567,4292599,+,54,654,19026,23599727,102.4178131,1.20E-79,5UTR,sRNA
FnrS,SL1344_2250#gene2289.AS,NC_016810,1706827,1706832,-,NC_016810,2384630,2384630,-,53,174715,2111,23442582,3.368704274,9.29E-07,sRNA,AS
siiE#gene4281,InvR,NC_016810,4517209,4517228,+,NC_016810,3067551,3067589,+,53,256,397850,23221302,12.08378831,1.37E-29,CDS,sRNA
sulII,InvR,NC_017719,605,667,-,NC_016810,3067549,3067586,+,53,264,397850,23221294,11.71760887,5.27E-29,NC_017719#gene,sRNA
yafA,MgrR,NC_017718,5423,5513,-,NC_016810,1550836,1550843,+,53,764,42953,23575691,38.07618601,7.24E-56,NC_017718#gene,sRNA
slyA#gene1398,OmrA,NC_016810,1476751,1476781,+,NC_016810,3191584,3191786,-,53,1215,83665,23534528,12.27047201,2.20E-31,CDS,sRNA
invJ#gene2923,STnc440,NC_016810,3058553,3058646,-,NC_016810,4580531,4580566,+,53,2622,40519,23576267,11.76141312,1.04E-30,CDS,sRNA
STnc440,sipD#gene2914,NC_016810,4580488,4580501,+,NC_016810,3049708,3049797,-,53,45115,49,23574244,565.1927758,1.39E-108,sRNA,CDS
STnc470,STnc480,NC_016810,94736,94736,-,NC_016810,587345,587346,-,53,522,96068,23522818,24.86084956,4.52E-46,sRNA,sRNA
STnc500,prgH#gene2906,NC_016810,1172613,1172630,-,NC_016810,3039618,3039647,-,53,13069,12555,23593784,7.621042679,6.70E-22,sRNA,CDS
folC#gene2373,STnc870,NC_016810,2475235,2475268,-,NC_016810,4292571,4292599,+,53,395,19027,23599986,166.4256267,1.32E-88,CDS,sRNA
murE#gene124,STnc870,NC_016810,144585,144619,+,NC_016810,4292581,4292598,+,53,225,19027,23600156,292.1715382,1.92E-100,CDS,sRNA
aspA#gene4347,SdsR,NC_016810,4592776,4592989,-,NC_016810,1925621,1925674,-,53,16746,23738,23578924,3.143725659,9.22E-06,CDS,sRNA
ArcZ,SL1344_1662#gene1683.AS,NC_016810,3511862,3511863,+,NC_016810,1784227,1784272,-,52,121674,127,23497608,79.07250392,1.29E-67,sRNA,AS
SL1344_1896#gene1922.5UTR,ArcZ,NC_016810,2012938,2012946,+,NC_016810,3511885,3511900,+,52,607,27293,23591509,74.048983,2.95E-69,5UTR,sRNA
ArcZ,prgI#gene2905,NC_016810,3511862,3511863,+,NC_016810,3038831,3038865,-,52,121674,817,23496918,12.29120332,1.51E-30,sRNA,CDS
SL1344_1927B#gene1955,CyaR,NC_016810,2039903,2040290,-,NC_016810,2228923,2228932,+,52,654,79980,23538775,23.40065712,5.09E-44,CDS,sRNA
SL1344_1365#gene1387.5UTR,FnrS,NC_016810,1468085,1468112,+,NC_016810,1706805,1706872,-,52,1116,161702,23456591,6.759096593,9.76E-19,5UTR,sRNA
invJ#gene2923,InvR,NC_016810,3058322,3058377,-,NC_016810,3067584,3067585,+,52,543,397851,23221015,5.589388011,8.51E-15,CDS,sRNA
InvR,rfbJ#gene2098,NC_016810,3067505,3067510,+,NC_016810,2167982,2167995,-,52,384352,878,23234179,3.580197734,2.55E-07,sRNA,CDS
ompA#gene1026,RybB,NC_016810,1118288,1118365,-,NC_016810,941812,941814,-,52,3856,50617,23564936,6.27821496,1.37E-17,CDS,sRNA
STnc840,SL1344_1663#gene1684,NC_016810,1224060,1224268,+,NC_016810,1784848,1784938,-,52,25914,17351,23576144,2.726573158,2.04E-03,sRNA,CDS
STnc870,SL1344_3211#gene3268,NC_016810,4292542,4292548,+,NC_016810,3425169,3425223,-,52,17154,252,23602003,283.9136404,4.26E-98,sRNA,CDS
STnc440,prgJ#gene2904,NC_016810,4580473,4580499,+,NC_016810,3038312,3038552,-,52,37171,1776,23580462,18.57412855,1.47E-39,sRNA,CDS
trxA#gene3940,SdsR,NC_016810,4146414,4146488,+,NC_016810,1925621,1925671,-,52,1136,23739,23594534,45.4960818,7.06E-59,CDS,sRNA
ArcZ,osmY#gene4583.3UTR,NC_016810,3511862,3511868,+,NC_016810,4837225,4837297,+,51,121675,1810,23495925,5.441050961,2.04E-14,sRNA,3UTR
FnrS,ptsG#gene1158.3UTR,NC_016810,1706826,1706852,-,NC_016810,1243964,1243995,+,51,174717,446,23444247,15.34392411,6.17E-34,sRNA,3UTR
ArcZ,SL1344_1988#gene2018.5UTR,NC_016810,3511862,3511862,+,NC_016810,2091079,2091379,-,51,121675,986,23496749,9.988486429,8.35E-26,sRNA,5UTR
ArcZ,SL1344_2494#gene2539,NC_016810,3511862,3511864,+,NC_016810,2669832,2670027,-,51,121675,226,23497509,43.57949634,5.80E-55,sRNA,CDS
ArcZ,SL1344_3195#gene3252.5UTR,NC_016810,3511862,3511862,+,NC_016810,3410892,3410900,+,51,121675,80,23497655,123.1128421,5.30E-74,sRNA,5UTR
ArcZ,SL1344_3254#gene3308,NC_016810,3511862,3511863,+,NC_016810,3469459,3469873,-,51,121675,2138,23495597,4.606251056,1.71E-11,sRNA,CDS
ArcZ,pduW#gene2065.AS,NC_016810,3511862,3511863,+,NC_016810,2130217,2130247,-,51,121675,33,23497702,298.4559718,2.17E-87,sRNA,AS
ArcZ,rcK,NC_016810,3511862,3511862,+,NC_017720,88314,88349,+,51,121675,2,23497733,4924.530031,1.42E-107,sRNA,NC_017720#gene
SL1344_2250#gene2289.AS,CyaR,NC_016810,2384997,2385087,-,NC_016810,2228872,2228932,+,51,1549,96165,23521696,8.053234681,9.74E-22,AS,sRNA
SL1344_4037#gene4110,CyaR,NC_016810,4318553,4318692,+,NC_016810,2228892,2228931,+,51,836,96165,23522409,14.9220558,7.46E-34,CDS,sRNA
siiB#gene4278,FnrS,NC_016810,4500564,4500566,+,NC_016810,1706784,1706785,-,51,4063,39183,23576164,7.552640507,1.15E-20,CDS,sRNA
GJB7-4722,MgrR,NC_017718,42785,42786,+,NC_016810,1550843,1550843,+,51,4578,42955,23571877,6.113287642,1.12E-16,NC_017718#gene,sRNA
ArcZ.SL1344_3299#gene3355.IGR,CyaR,NC_016810,3511710,3511710,-,NC_016810,2228930,2228931,+,50,136,79982,23539293,108.2012433,6.91E-72,IGR,sRNA
ArcZ,SL1344_3351#gene3406,NC_016810,3511862,3511863,+,NC_016810,3570796,3570797,+,50,121676,38,23497697,254.1012391,1.94E-83,sRNA,CDS
ArcZ,rfbV#gene2096,NC_016810,3511862,3511863,+,NC_016810,2165903,2166375,-,50,121676,1885,23495850,5.122062654,5.53E-13,sRNA,CDS
ArcZ,yihP#gene4038,NC_016810,3511862,3511862,+,NC_016810,4249884,4249894,-,50,121676,26,23497709,371.3789237,2.72E-88,sRNA,CDS
glpA#gene2292,CyaR,NC_016810,2389434,2389658,+,NC_016810,2228881,2228933,+,50,2578,96166,23520667,4.743677684,1.06E-11,CDS,sRNA
flgK#gene1138,DapZ,NC_016810,1222417,1222694,+,NC_016810,74922,74924,+,50,1806,177033,23440572,3.665778625,7.23E-08,CDS,sRNA
ysgA#gene3991.5UTR,GcvB,NC_016810,4195927,4196175,-,NC_016810,3156912,3156928,+,50,413,599711,23019287,4.646969323,1.08E-10,5UTR,sRNA
MgrR,traS,NC_016810,1550790,1550801,+,NC_017720,10699,10828,-,50,6015,5364,23608032,36.58519622,4.05E-52,sRNA,NC_017720#gene
SL1344_1968#gene1996,cstA#gene595,NC_016810,2073535,2073549,+,NC_016810,660915,661395,+,50,369654,382,23249375,8.232325123,7.58E-21,CDS,CDS
glpQ#gene2290,STnc870,NC_016810,2385703,2385773,-,NC_016810,4292564,4292599,+,50,1957,19030,23598424,31.68278793,5.59E-49,CDS,sRNA
SL1344_1710#gene1733,PK-repZ.AS,NC_016810,1837544,1837585,-,NC_017718,338,339,-,49,1314,2001,23616097,440.1105205,6.58E-103,CDS,AS
SL1344_1663#gene1684.3UTR,MgrR,NC_016810,1784674,1784799,-,NC_016810,1550821,1550843,+,49,4225,42957,23572230,6.364086778,1.53E-16,3UTR,sRNA
SL1344_2492#gene2537,ArcZ,NC_016810,2663013,2663028,-,NC_016810,3511914,3511918,+,49,1314,28914,23589184,30.42323948,5.87E-47,CDS,sRNA
ArcZ,rfbF#gene2101,NC_016810,3511862,3511862,+,NC_016810,2171348,2171353,-,49,121677,13,23497722,727.897111,3.05E-93,sRNA,CDS
ArcZ,siiE#gene4281,NC_016810,3511862,3511862,+,NC_016810,4505701,4505932,+,49,121677,998,23496737,9.481228234,1.26E-23,sRNA,CDS
rob#gene4607.5UTR,RprA,NC_016810,4864150,4864158,-,NC_016810,1401685,1401693,-,49,654,75982,23542776,23.2148179,4.49E-41,5UTR,sRNA
SL1344_0555#gene562.5UTR,STnc600,NC_016810,623331,623496,-,NC_016810,3041544,3041648,+,49,93,34260,23585059,362.7126813,1.45E-94,5UTR,sRNA
STnc870,SL1344_1406#gene1427,NC_016810,4292542,4292543,+,NC_016810,1509010,1509014,+,49,17157,43,23602212,1567.613447,2.81E-121,sRNA,CDS
hyb0#gene3181,invG#gene2929,NC_016810,3334476,3334477,-,NC_016810,3065420,3065420,-,49,1968,1116,23616328,526.8890382,1.18E-106,CDS,CDS
ArcZ,SL1344_2250#gene2289.AS,NC_016810,3511862,3511863,+,NC_016810,2384396,2384491,-,48,121678,660,23497075,14.04426586,2.17E-30,sRNA,AS
ArcZ,iap#gene2968,NC_016810,3511862,3511862,+,NC_016810,3098710,3099122,+,48,121678,226,23497509,41.01498529,2.52E-50,sRNA,CDS
ArcZ,pdxA#gene92,NC_016810,3511862,3511865,+,NC_016810,103534,103658,-,48,121678,1395,23496340,6.644391057,1.07E-16,sRNA,CDS
ArcZ,pyrD#gene1014,NC_016810,3511862,3511862,+,NC_016810,1103862,1103869,+,48,121678,188,23497547,49.30532801,1.11E-53,sRNA,CDS
siiE#gene4281,CyaR,NC_016810,4517936,4518031,+,NC_016810,2228930,2228931,+,48,390,79984,23539039,36.22115038,1.29E-48,CDS,sRNA
flgK#gene1138,InvR,NC_016810,1222834,1222866,+,NC_016810,3067539,3067586,+,48,792,397855,23220766,3.53726647,3.54E-06,CDS,sRNA
rplY#gene2233.AS,MgrR,NC_016810,2324325,2324340,-,NC_016810,1550835,1550844,+,48,215,42958,23576240,122.527414,1.25E-72,AS,sRNA
RybD,glpF#gene4109,NC_016810,807346,807362,+,NC_016810,4317748,4317797,-,48,35740,10205,23573468,3.102395476,1.52E-04,sRNA,CDS
ompX:5UTR#gene825,STnc2090,NC_016810,898762,898764,+,NC_016810,2808335,2808376,+,48,29354,555,23589504,69.50239555,3.06E-62,sRNA,sRNA
STnc870,tolB#gene742,NC_016810,4292504,4292559,+,NC_016810,816585,816589,+,48,17158,7219,23595036,9.143620157,1.06E-22,sRNA,CDS
hyb0#gene3181.5UTR,argR#gene3388,NC_016810,3334488,3334492,-,NC_016810,3549907,3549958,+,48,1969,11631,23605813,49.47632435,7.17E-56,5UTR,CDS
napF#gene2270.5UTR,pdxA#gene92,NC_016810,2357408,2357415,-,NC_016810,103604,103604,-,48,43,1329,23618041,19837.71621,2.25E-171,5UTR,CDS
