Gene_name,MAPS_logFC,MAPS_pValue,MAPS_FDR,Pulse_logFC,Pulse_pValue,Pulse_FDR,MFE,MFE_pValue,combi_2pvals,combi_3pvals
nrfE,3.19,0.001128663,0.005461663,-0.298825535,0.237645359,0.861158581,-7.550000190734862,0.15435852881552273,0.001682116765520126,0.0025676935780952217
osmB,3.19,0.0008810485,0.004436406,-0.042435451,0.8734383179999999,0.988871448,-7.429999828338622,0.1474036850921273,0.0012920717632912257,0.0058244020771270645
nagE,3.19,0.0003299465,0.001940734,-0.011505979,0.963653923,0.991822998,-5.309999942779541,0.43177725446737775,0.001404179824978738,0.006787412813932518
potD,3.19,0.0015731245000000001,0.0072138190000000015,0.37407402,0.162059322,0.760574713,-8.949999809265137,0.10757136946628053,0.0016388065076012508,0.001828425238242714
invF,3.19,8.9883e-05,0.000648595,-0.015805186000000002,0.926851379,0.990289457,-7.579999923706055,0.17183804090719354,0.00018655171856312558,0.0010645286493249449
SLnc0014,3.19,0.000117879,0.000811654,-1.146027848,3.78797e-13,8.59937e-11,-5.019999980926514,0.3476476160404168,0.00045498100399420175,1.2243353891710413e-14
ppiC,3.18,0.003296907,0.013483609,-0.186605825,0.332974452,0.898756175,-1.2599999904632568,0.958742371981958,0.02135779081870596,0.033009389412104795
ybbN,3.18,0.000852899,0.004307475,0.170369815,0.373672437,0.929724271,-13.350000381469727,0.039611752360965376,0.00038161644041482775,0.0009581667776790224
SL1344_3198,3.17,9.8462e-05,0.0006987610000000001,-0.048826426,0.809176303,0.980552058,-8.260000228881836,0.2954545454545455,0.0003329493468012519,0.0016110795722213956
xseB,3.17,0.0001394125,0.000931828,-0.011472487,0.963219919,0.991822998,-4.639999866485597,0.5057352941176471,0.0007445284528268836,0.0038473353674716277
SL1344_0934,3.17,0.00047591,0.002631143,-0.063482607,0.801661431,0.980552058,-2.809999942779541,0.7621494641021876,0.003236100922812858,0.012298846878157637
pdhR,3.16,0.00041747199999999995,0.002360877,-0.047873394000000014,0.8117251609999999,0.980552058,-3.4200000762939453,0.672764505119454,0.002577638776870044,0.01015675670676804
CyaR,3.16,0.00012804950000000001,0.0008700610000000001,-0.849124455,2.8226e-07,1.95845e-05,-5.329999923706055,0.6166688927474289,0.0008249002417323886,7.272993941829249e-09
rpsC,3.16,0.0009586925,0.00476441,0.353386351,0.138951084,0.728685335,-5.820000171661378,0.44969114619080297,0.0037718877301969604,0.0034737637980338746
surE,3.16,0.0005049495,0.002766258,0.184351479,0.482420399,0.951670844,-1.8799999952316284,0.9567301291439222,0.004171710151579342,0.01033478484644578
cigR,3.16,7.70145e-05,0.000575772,-0.067386858,0.7845439120000001,0.980552058,-6.949999809265138,0.29463792150359314,0.00026534235984899984,0.001277075504024001
SL1344_1061,3.15,0.0004237035,0.00239087,-0.096971495,0.684580148,0.980552058,-1.7899999618530271,0.8578986039676708,0.003242279872648782,0.010882540394459574
rfaZ,3.14,0.000460713,0.002567582,0.076578115,0.746388169,0.980552058,-3.849999904632568,0.5049952100725332,0.002179059913607901,0.008186498794967507
StyR-377,3.14,0.0010034155,0.004955275,-0.089074297,0.71736677,0.980552058,-2.1199998855590816,0.9026075619295958,0.007251693824361114,0.02291489643568209
SL1344_2357,3.14,0.0013930325,0.00651213,0.076375732,0.747237464,0.980552058,-1.8899999856948853,0.8104611923509561,0.008790863286916008,0.027945584624181116
hemD,3.14,0.000207749,0.001309502,-0.058799545,0.837635593,0.988871448,-4.900000095367432,0.4560344827586207,0.0009724533743749068,0.0043657215299594985
SL1344_1101,3.13,7.35585e-05,0.000552914,-0.122436523,0.6011285679999999,0.97404575,-0.36000001430511475,0.9652020053081688,0.0007492396267781609,0.002632536323722603
SL1344_3654,3.13,0.0002209425,0.001382521,0.163560332,0.492733404,0.951670844,-13.050000190734865,0.011143210895583986,3.425770353186696e-05,0.0001302958694936654
pipC,3.13,4.11822e-05,0.000338001,0.118042033,0.5268774820000001,0.95931731,-3.670000076293945,0.5102676674691969,0.00024734094878203343,0.0008582600957324104
nusG,3.13,0.0005780195,0.003098803,0.13075198,0.550276663,0.962120616,-2.1300001144409184,0.7392340425531915,0.00374223929081681,0.010407157518078839
lctP,3.13,0.014689308500000003,0.047575426,-0.035133487000000005,0.904522584,0.990289457,-0.20999999344348907,0.9903302588515324,0.07608732774138713,0.19353513259354266
yrfG,3.13,0.0030007915,0.012458983,0.489324999,0.064392938,0.566657859,-5.690000057220459,0.4266304347826087,0.009807471064213754,0.004502423445195831
glnA,3.13,0.0004604635,0.002566984,-1.304876102,7.82279e-10,7.84018e-08,-2.1400001049041752,0.8981606708141736,0.003635564692510648,1.434240819365567e-10
rpoH,3.13,0.0001350995,0.000910771,0.052812186,0.797603153,0.980552058,-5.8499999046325675,0.24545909015164136,0.0003751921955229452,0.001774476924399499
sRNA2,3.13,0.0009996965,0.004939611,-0.195748709,0.363273029,0.92521963,-4.5900001525878915,0.5198755128023765,0.004449940000008042,0.008748708971285282
flgL,3.12,0.0003448595,0.002012051,-0.4484588470000001,0.008744649,0.188337843,-6.929999828338622,0.2750235120247212,0.0009734146168655993,9.375228944076211e-05
SL1344_3282,3.12,0.001013104,0.004992187,0.080217568,0.771394177,0.980552058,-4.690000057220459,0.431938431938432,0.003822077052047345,0.013821062496922495
MicA,3.11,0.0001407365,0.000939981,-1.742682829,5.30799e-14,1.91512e-11,-2.690000057220459,0.6241697715859388,0.0009082974370034992,3.9035779300280004e-15
motB,3.11,0.000467712,0.002594566,0.054042437,0.7683416940000001,0.980552058,-8.239999771118164,0.10854933409709294,0.0005527924451731406,0.002445078137616808
glgP,3.1,0.0016230975,0.007399718,0.270792952,0.266428951,0.865346655,-11.489999771118164,0.047939560439560436,0.0008139946252575488,0.001449716641254747
ubiG,3.1,0.00015518200000000002,0.0010205910000000002,0.038061303,0.8506176940000001,0.988871448,-9.539999961853027,0.13449664429530198,0.0002458058347076324,0.0012741588106997153
SL1344_3429,3.1,0.000488044,0.002689981,-0.015938412,0.945591464,0.990619629,-2.289999961853028,0.7944608463376915,0.0034334417408833826,0.014740311096120508
SL1344_3245,3.1,0.000221301,0.001383801,0.179737345,0.503659312,0.955416824,-3.220000028610229,0.7124096207761547,0.001537957693156996,0.00436782551312371
flhB,3.1,0.0005742025,0.003082547,0.15822372099999998,0.429706852,0.951670844,-6.110000133514403,0.2586153368519093,0.0014574950573503992,0.0036571969821603896
ppa,3.1,0.0004039515,0.002298829,0.113267625,0.561401403,0.962120616,-4.599999904632568,0.5446107784431138,0.002072783445744781,0.0062361010056951795
basR,3.09,0.0022458005,0.009768152,-0.205043139,0.349395774,0.906186982,-4.139999866485597,0.5825373134328358,0.009993890256335727,0.01749021331442482
cytR,3.09,0.0002341575,0.0014481320000000002,0.276094422,0.21725352,0.842850214,-5.8499999046325675,0.3475317348377997,0.0008476583651796294,0.0012697203159601313
SL1344_1235,3.09,0.0006985735,0.003648599,0.424731347,0.076377052,0.615108044,-8.970000267028809,0.10057236304170074,0.0007421511184421328,0.00046560909620771006
damX,3.09,0.000261508,0.001586817,0.126534268,0.496447883,0.951670844,-3.9700000286102295,0.6697965571205008,0.0016902362627492804,0.0047010650363450614
SL1344_1396,3.08,0.0022983295,0.009966794,0.208205452,0.424899903,0.951670844,-10.970000267028807,0.03691076193299733,0.0008801284809897582,0.0022912227499479435
ppk,3.08,0.0002413915,0.00148321,-0.049172522,0.805464568,0.980552058,-4.949999809265137,0.4980863138445295,0.0012054728029273923,0.005128228964918045
SL1344_1013,3.08,0.0010956685,0.005333475,-0.212371006,0.344845821,0.903446758,-4.980000019073486,0.3851829543743412,0.0037014083161427203,0.007111549407719828
SL1344_2494,3.08,8.610450000000001e-05,0.000627353,0.000292325,0.999114028,0.999668167,-7.760000228881836,0.41063515509601184,0.00039777223164803074,0.002253501655245806
yheS,3.07,0.002011502,0.008880933,-0.335992096,0.157117164,0.759356219,-5.53000020980835,0.5041377469300587,0.008004877043840307,0.007644269219193725
smpA,3.06,0.0005075195,0.002777806,-0.202782179,0.275225426,0.865346655,-6.0999999046325675,0.5621194455240316,0.0026138003067237184,0.004328236418427621
atpF,3.06,0.0003231735,0.001905867,0.238482293,0.247750168,0.861158581,-1.3300000429153442,0.9460500963391136,0.002780011589113895,0.004203964372254113
amiB,3.06,0.0021719745000000003,0.009503375,-0.01396492,0.954317102,0.991822998,-2.8299999237060547,0.7093798779622534,0.011517887420021003,0.042334951557326944
SL1344_3126,3.06,0.001156551,0.005574187,-0.253962043,0.222126533,0.847180264,-3.7799999713897705,0.6714933450343717,0.006337627135409116,0.008143509364969485
yhfK,3.06,0.0006658585,0.003500026,-0.486785736,0.009147809,0.189951265,-3.650000095367432,0.6931849791376913,0.004006779403311458,0.0003797827901580088
SL1344_3552,3.05,0.0001190175,0.000817935,0.201258974,0.478578085,0.951670844,-12.710000038146973,0.021084337349397592,3.486935061269775e-05,0.00012916606832386076
SL1344_4465,3.05,0.000168831,0.001097555,-0.08788416800000001,0.729720275,0.980552058,-6.75,0.21730963733564515,0.0004113909381609084,0.0017923862573634463
SL1344_3206,3.05,0.001052092,0.005156137,0.033990115,0.888758367,0.989070004,-2.720000028610229,0.7420783174207832,0.006367106026203994,0.02409372330028578
rtn,3.05,9.54175e-05,0.000681445,0.324880966,0.107819892,0.649844828,-7.309999942779541,0.28836869056327724,0.00031644834640150307,0.00028103573234546493
SL1344_1299,3.05,0.0001385225,0.000927598,-0.07754172200000001,0.763426785,0.980552058,-11.170000076293944,0.038714185883997214,7.044569912320912e-05,0.0003699421558556904
SL1344_3069,3.04,0.001552451,0.007135341,-0.052298421,0.844127182,0.988871448,-5.929999828338622,0.4623860699224595,0.0059144132001581135,0.02172502366962302
hybA,3.04,0.001286697,0.006095592,-0.077253639,0.77286333,0.980552058,-1.4299999475479126,0.8715436877863801,0.008739355030561693,0.028521186466534027
SL1344_P3_0006,3.04,0.0005507845,0.002971338,0.210050533,0.300155137,0.868150118,-0.059999998658895486,0.9941630901287554,0.004659828938661844,0.007835798418264452
atpE,3.04,0.000907355,0.004550649,0.093336852,0.6090036999999999,0.97404575,-4.699999809265137,0.7760703966377726,0.005815391267397628,0.01664765487115005
rna,3.03,0.000502415,0.002755721,0.039115258,0.846375726,0.988871448,-5.3400001525878915,0.3886904761904762,0.0018632148758017783,0.007870994824454013
rplB,3.03,0.0007099175,0.003693946,0.299450011,0.244381833,0.861158581,-2.25,0.8460580912863069,0.00505583263546841,0.0071601780455556865
napC,3.03,0.005108368,0.019607437,0.179680757,0.38936741,0.929724271,-3.4200000762939453,0.7852444952816701,0.02614831875159894,0.0442631598732818
cfa,3.02,0.001699975,0.0077112269999999985,-0.121480242,0.625153055,0.97404575,-7.480000019073486,0.23133094516395705,0.003476802321040089,0.010779242160377999
talB,3.02,0.0002461055,0.0015075529999999998,0.116536387,0.5249736389999999,0.958980526,-5.800000190734862,0.4017630360077693,0.0010106761302436727,0.0030903308556469505
ilvA,3.01,0.0034921295000000002,0.014150498,0.094540412,0.658040735,0.978681937,-1.2999999523162842,0.9141488087315319,0.021538641126208385,0.05497932989104369
abc,3.01,0.0025293955,0.010810304,0.336417465,0.178813206,0.788094051,-8.029999732971191,0.4003673094582185,0.007995315696260856,0.00846360782303538
SL1344_0361,2.99,0.0034367290000000003,0.013954219,-0.154303229,0.564763824,0.962120616,-3.6800000667572017,0.6043686006825939,0.01490659304946341,0.035797696709744614
visC,2.99,0.0005377105,0.00291737,-0.234616313,0.367215773,0.92521963,-5.019999980926514,0.3440940196370128,0.0017753010320512013,0.003848751005389003
yhdA,2.99,0.0006975435,0.003645333,-0.4222341570000001,0.026725117000000003,0.395181245,-1.6299999952316284,0.8470121861694317,0.004983033699842202,0.0011554326296231584
rffD,2.98,0.0005979675,0.003191019,-0.25223985,0.250091803,0.8648117390000001,-6.369999885559082,0.3630109267503035,0.0020481078876652507,0.0032056236142457804
SL1344_P1_0072,2.98,0.000185261,0.001187673,0.050421242000000005,0.749206595,0.980552058,-6.199999809265138,0.4492564570832247,0.0008650817080568725,0.003589192239387849
SL1344_4290,2.98,0.00070028,0.003654341,0.186647572,0.525650053,0.958980526,-7.639999866485597,0.2743770314192849,0.0018363433838997063,0.005304870791641256
ftsX,2.98,0.001348355,0.006341952,-0.14076359800000002,0.529614962,0.960226524,-5.260000228881836,0.4972067039106145,0.005569520625644895,0.014376594402495701
minE,2.97,0.0013656165,0.006410544000000001,0.251588222,0.292938954,0.867311043,-12.119999885559082,0.011255924170616114,0.0001857312788425472,0.0004011527018165016
topA,2.97,0.0021511225,0.009423567,-0.083175708,0.717921204,0.980552058,-7.3400001525878915,0.2712859659424545,0.004929029346094596,0.016349531193835674
cyoE,2.96,0.0085038735,0.030121711,0.104636792,0.629045568,0.97404575,-7.670000076293945,0.2251711132839782,0.013898057355974833,0.03651140861723174
cbiB,2.96,0.000230475,0.001431247,-0.029124725,0.915715842,0.990289457,-6.940000057220459,0.29606879606879605,0.0007227968136339833,0.003595236327041131
frdB,2.96,0.0004761845,0.002631852,0.351089045,0.09289836,0.639651301,-5.480000019073486,0.3646012174184486,0.0016769112535074296,0.0011761019053247567
recF,2.96,0.003709906,0.014909045,0.144130279,0.497953032,0.951670844,-8.0,0.10384988676803623,0.0034141216834325974,0.008860576703210369
SL1344_1767,2.96,0.002149304,0.009420177,0.15482465199999998,0.376857892,0.929724271,-2.390000104904175,0.8274029233722132,0.013038924752242265,0.023463805546468507
napH,2.96,0.001859646,0.00830602,-0.134618921,0.468572669,0.951670844,-6.690000057220459,0.2710062618319499,0.004330654455150856,0.010442764196489583
dnaX,2.95,0.0002277325,0.00141861,-0.023456947,0.912873903,0.990289457,-5.46999979019165,0.4215267175572519,0.000984068413802188,0.0047305565783955835
xthA,2.95,0.0006128355,0.003261224,-0.219392512,0.3864122370000001,0.929724271,-4.78000020980835,0.4922272265000727,0.002746933253628623,0.005953150695117326
SL1344_1739,2.95,0.0009242000000000002,0.004623563,-0.698054897,0.007096601,0.166263221,-5.78000020980835,0.48783839494297104,0.003924446788277192,0.0002997850859127984
dcuA,2.94,0.0005760295,0.00309089,-0.093503926,0.607197228,0.97404575,-4.690000057220459,0.7240197944423297,0.003662712676145512,0.01103354123713232
rpsT,2.94,0.0006971015,0.003644077,-0.40152336,0.036719428,0.438687736,-3.150000095367432,0.6594667063905855,0.003992582331491959,0.0012216789828067807
ChiX,2.94,9.5911e-05,0.0006838860000000001,-0.165107772,0.32314956300000003,0.892743968,-3.849999904632568,0.5301642680622184,0.0005535711691701012,0.0011945139926889743
SL1344_1227,2.94,0.0014818295000000002,0.006864972,0.16850525100000002,0.464861709,0.951670844,-2.809999942779541,0.7824851109907959,0.008997513500460002,0.019859561911405543
fmt,2.94,0.00043478300000000006,0.002440413,0.090848221,0.706615915,0.980552058,-10.979999542236328,0.08642147951335477,0.0004204289474428926,0.0017800945150829096
hemX,2.92,0.0008123160000000001,0.004136093,0.072098451,0.769216021,0.980552058,-1.5,0.94213750850919,0.0062566091453931,0.02124976612345042
accA,2.92,0.0009253955,0.004628261,0.02117248,0.918112247,0.990289457,-1.559999942779541,0.9014180529042816,0.006747649616538072,0.025971322093074515
nusA,2.92,0.00017739400000000002,0.001144559,0.103698847,0.630849412,0.97404575,-7.010000228881836,0.3384383973745385,0.000643629058588677,0.002386459515685515
uvrA,2.91,0.0004588925,0.002561288,-0.110929818,0.622533618,0.97404575,-8.470000267028809,0.1467828418230563,0.0007143601517763499,0.0025946531498797177
nuoH,2.9,0.0009771825,0.00484429,0.277625757,0.214910748,0.840851232,-9.020000457763672,0.1213682553313296,0.0011907052070195849,0.0017208829317496201
pcm,2.9,0.001464279,0.006794134,0.229390966,0.386768174,0.929724271,-1.7899999618530271,0.8680699673880818,0.009746610364456666,0.018501263607212097
SL1344_2379,2.9,0.0025690875,0.010951403,0.407586625,0.055218088,0.539442558,-5.9000000953674325,0.4852499317126468,0.009583363600592795,0.0038898747626159055
RdlE,2.89,0.0056875865,0.021433895,0.295707079,0.16273937900000002,0.760574713,-6.5,0.2926309811160017,0.012313484617029413,0.011632828009431218
osmE,2.89,0.007286424,0.026405603,-0.038960582,0.8548182679999999,0.988871448,-8.020000457763674,0.31863931711045995,0.016404117973035554,0.05275410847493748
SL1344_1177,2.88,0.000148735,0.000982851,-0.23068411,0.267776559,0.865346655,-7.03000020980835,0.18276436303080765,0.0003129604812267825,0.000602788369894766
SL1344_1408,2.88,0.0002815985,0.001696172,0.06845844400000001,0.7514077259999999,0.980552058,-2.1099998950958248,0.8780421110199618,0.0023007329536102986,0.008637848066091797
clpB,2.87,0.000645828,0.003408643,0.173786148,0.280569065,0.865346655,-5.289999961853027,0.4872086412734508,0.0028520272717572955,0.0047589113357035286
STnc730,2.87,0.0011296155,0.005463342,-0.085380879,0.7465221609999999,0.980552058,-8.189999580383299,0.18073304311192248,0.0019388173970737688,0.007378382963052052
rcsC,2.86,0.0068824815,0.025149693,-0.11900478,0.547406975,0.962120616,-5.380000114440918,0.7218045112781954,0.031320909971932466,0.06623309755849315
yegE,2.86,0.0027206340000000004,0.011488819,0.029437457,0.906655441,0.990289457,-1.149999976158142,0.9603285077951004,0.018151410709148406,0.05997515569264695
SL1344_2615,2.86,0.000791378,0.00404891,0.3795206370000001,0.071229532,0.595859068,-4.739999771118164,0.477538796624013,0.003356192860542545,0.0018004844849308999
mfd,2.86,0.0016030515,0.007326844,-0.433711393,0.055797013,0.541171033,-5.6500000953674325,0.4395099540581929,0.005818191024947272,0.0024607106794553063
SL1344_3237,2.85,0.0006319285,0.003352188,0.045471868,0.801192108,0.980552058,-6.78000020980835,0.3706599522926053,0.002192211972534965,0.008706925628559369
dapB,2.85,0.0010874695,0.005302149,-0.440171444,0.055319775,0.539442558,-3.559999942779541,0.6943944636678201,0.006183493232078781,0.002586595655846961
SL1344_0253,2.85,0.0015183555,0.007005405,0.135762346,0.629621222,0.97404575,-5.880000114440918,0.3564095449500555,0.0046116277605230144,0.013921989135683387
orgAa,2.85,0.0014625955,0.006790391,0.029141673,0.8632575790000001,0.988871448,-5.630000114440918,0.4238447577830518,0.005198551115696647,0.019749960258735193
yajG,2.85,0.007040422,0.025632536,0.030450251,0.879197065,0.989070004,-0.239999994635582,0.9874626015101866,0.041495344713725034,0.11668068188320174
aas,2.84,0.0032072995,0.01317688,-0.450560203,0.028689716,0.39942638,-1.3300000429153442,0.9516812658943204,0.020730949395249183,0.004727883691467783
ppiA,2.84,0.0005617995,0.003023528,-0.079161322,0.6810647259999999,0.980552058,-6.21999979019165,0.4889998650290188,0.0025273565752898398,0.008686239885438417
rhlB,2.84,0.0003999025,0.0022786620000000003,0.01428898,0.938910397,0.990289457,-10.43000030517578,0.10930383864671438,0.00048247689645546424,0.002549258583997475
uvrB,2.84,0.001542347,0.007099756,-0.022533618,0.923990932,0.990289457,-5.059999942779541,0.4833464877663773,0.006114098639501388,0.0239597448752164
mreC,2.83,0.000817879,0.004159722,0.039577681,0.855771965,0.988871448,-0.7799999713897705,0.9698967889908257,0.006456615596343886,0.023694821517300423
fnr,2.83,0.0004853355,0.002677508,0.001529981,0.993369567,0.999667009,-4.3400001525878915,0.5297200386153634,0.002382233657479119,0.011107242115571158
STnc1675,2.83,0.0028312345,0.011883567,0.140127955,0.569294969,0.962120616,-7.820000171661378,0.23128969897818286,0.005455516471857292,0.014932624680562135
hybD,2.83,0.0009191515,0.004602233,-0.055200247,0.8088575509999999,0.980552058,-3.2799999713897705,0.6614818531527011,0.005110459179730956,0.018506118229149375
htpX,2.83,0.001632201,0.007431829,0.100762454,0.600599687,0.97404575,-2.059999942779541,0.8773318258903335,0.010809595718348991,0.028355685846404317
dkgA,2.82,0.0003193555,0.001886766,-0.17813151600000002,0.48427873,0.951670844,-8.930000305175781,0.20422905174678224,0.0006938097929836398,0.0020548483475184977
fdoI,2.82,0.0011229715,0.005439958000000001,0.113452235,0.637963072,0.974581643,-3.920000076293945,0.6057771212867225,0.005641496473436792,0.016802087522046098
sdhA,2.82,0.001850325,0.008270531999999999,-0.015646821,0.924803818,0.990289457,-3.809999942779541,0.6511314655172413,0.009302825418650022,0.03444793698580257
rnr,2.82,0.000888429,0.004469398,0.167681531,0.437380898,0.951670844,-1.25,0.8940477797273586,0.006464038130955355,0.014134628116486959
gntR,2.82,0.000373817,0.002154525,0.097458101,0.713181935,0.980552058,-3.0,0.6644932671863927,0.0023102275002907413,0.008317410453745082
SL1344_1769,2.82,0.00038739050000000005,0.002219988,-0.315989598,0.088840802,0.630897413,-10.630000114440918,0.05262442208322002,0.00024057047184985173,0.00018405827409145048
cysN,2.82,0.0016265385,0.0074116580000000015,0.188167853,0.392208511,0.929755788,-5.679999828338622,0.3714841412327947,0.005082538408796448,0.010471909522623992
SL1344_2468,2.82,0.000510609,0.00279133,0.08509633300000001,0.61928424,0.97404575,-1.1100000143051147,0.964934339200894,0.0042449427562892585,0.012771762908224078
lpdA,2.82,0.001623667,0.007400443,0.073584679,0.7038310440000001,0.980552058,-3.740000009536743,0.7689502474602761,0.009595864817584909,0.028820072043422258
hemH,2.82,0.002024784,0.008928471,0.337667774,0.183657623,0.788853218,-3.140000104904175,0.7806115453174277,0.011775197166291818,0.012282578855116433
gyrA,2.82,0.000299265,0.0017888479999999996,0.083257447,0.664842549,0.980552058,-3.140000104904175,0.7359046076843809,0.0020747553220392097,0.0071459631663838745
SL1344_3240,2.81,0.002476336,0.01062886,-0.265806143,0.284628765,0.867311043,-5.179999828338623,0.4392509798229061,0.008510052787760632,0.012918151068154039
SL1344_3548,2.8,0.0019333995,0.008588656,-0.222851083,0.369437843,0.92903635,-8.800000190734863,0.08174048174048174,0.0015412845636096342,0.003401771895142823
recB,2.8,0.0006239885,0.003312759,0.204277727,0.357588223,0.920241304,-0.7599999904632568,0.9631058968817536,0.005058321559755454,0.009693492309197
STnc1150,2.8,0.0035611815000000007,0.01440765,-0.255117884,0.133053982,0.7083182440000001,-6.460000038146973,0.4000526385050665,0.010761628541287415,0.008776535702879324
gph,2.79,0.0019026405,0.008468699,0.00757537,0.974004544,0.995335842,-5.8400001525878915,0.2852540635524967,0.004623506454675984,0.019564734071467502
SgrS,2.79,0.0004324435,0.002430305,-0.39733412,0.066685439,0.575600632,-5.170000076293945,0.3031183124426781,0.001302910036806625,0.0007034864989757733
rep,2.79,0.0003120025,0.001849057,0.07966430599999999,0.756002542,0.980552058,-4.460000038146973,0.6789936344346772,0.0020040036958449414,0.00767594459898992
ArcZ,2.78,0.000359945,0.002087241,-0.309813369,0.08767199699999999,0.630120645,-2.509999990463257,0.8387009836949199,0.0027488130566130672,0.0017754395659169869
lpxC,2.78,0.0002300085,0.00142884,0.014115695,0.939150347,0.990289457,-3.9600000381469727,0.6953072475460536,0.0015578121206554904,0.0072927299611644245
STnc880,2.78,0.0055025895,0.020849972,0.05705779,0.8090600029999999,0.980552058,-4.6599998474121085,0.572068511198946,0.021282773052448547,0.06318822968397804
cvpA,2.78,0.003670037,0.01476527,-0.069559346,0.778634396,0.980552058,-6.96999979019165,0.34025787965616044,0.009597468492874772,0.031103379212597534
sugE,2.78,0.008970258,0.031489288,0.254575682,0.327592339,0.897480257,-8.189999580383299,0.10677704503998878,0.007615467420293513,0.013054172848052175
STnc3460,2.77,0.0048692045,0.018841796,0.121379281,0.596845382,0.973516337,-10.170000076293944,0.06614459516151587,0.0029117642083809074,0.008874451561238146
SL1344_3201,2.77,0.0025942515,0.01104154,-0.177380779,0.405073024,0.940098223,-4.920000076293945,0.6386105544422178,0.012264535102624865,0.023488087510419205
ucpA,2.77,0.0003782375,0.002175137,0.11910536,0.538019144,0.961340236,-6.0999999046325675,0.4440743824590619,0.001627880695451466,0.0048496070987983295
sdhC,2.77,0.00034529849999999997,0.002012661,0.036889284,0.852601815,0.988871448,-6.289999961853027,0.2644670704987756,0.0009407009416398908,0.004298795953786668
csrA,2.76,0.0048674915,0.018839207,-0.046929525,0.784746265,0.980552058,-2.3499999046325684,0.7601054481546573,0.024416781330841037,0.06940771668769571
fliT,2.76,0.0017558595000000002,0.007911015,-0.084148954,0.623619919,0.97404575,-3.109999895095825,0.6354791632884709,0.008701295742471958,0.024145497272246342
ompC,2.76,0.001268817,0.006025127,0.301888939,0.114544293,0.666573885,-1.1799999475479126,0.9255030683602112,0.00909735932738447,0.006677350664239071
STnc1590,2.76,0.0006173705,0.003281486,-0.115573836,0.5533344370000001,0.962120616,-3.890000104904175,0.6716376306620209,0.003643969852552181,0.010207998424693731
SL1344_3561,2.75,0.001560898,0.007163216,-0.06299287099999999,0.8050841790000001,0.980552058,-9.210000038146973,0.20031987205117952,0.0028361018869374676,0.010981971784734045
SdsR,2.75,0.012106390500000001,0.040474293,-0.62255937,0.004342399,0.108801227,-0.3199999928474426,0.9816161339003978,0.06455980928072694,0.003075574363494459
SL1344_3261,2.75,0.001115292,0.005412931,-0.076758002,0.7642130890000001,0.980552058,-2.9500000476837163,0.7281969817315329,0.006591283824286199,0.022127590338426154
ycbB,2.74,0.000956296,0.004755121,-0.049929123,0.82108668,0.982906683,-6.320000171661378,0.352618920363442,0.0030331225994907848,0.011835345651318331
STnc1990,2.74,0.011576385500000001,0.038991757,-0.5234503189999999,0.036617704,0.438687736,-3.640000104904175,0.5766590389016019,0.040115794589264446,0.010730875566137117
RUF_219c,2.73,0.0045336395,0.017741183,-0.17529641899999998,0.3827462820000001,0.929724271,-3.7000000476837163,0.6858065421872807,0.021059821488415204,0.036183741703325174
SL1344_0869,2.73,0.0019854275,0.008789229,0.089051566,0.7240894609999999,0.980552058,-8.289999961853027,0.1519399603511753,0.0027470261278070745,0.009819287756841358
cld,2.73,0.002195113,0.009590661,-0.077171621,0.6710789,0.980552058,-3.1800000667572017,0.8115539508401611,0.013058628807614275,0.03630746101116713
ung,2.73,0.0030714920000000003,0.012694093,-0.007214949,0.975278566,0.995335842,-3.630000114440918,0.8142272896269674,0.017484009227266433,0.06125255235148312
grpE,2.73,0.0005642765,0.003035048,0.449483345,0.008278038,0.186669759,-7.699999809265138,0.2617220801364024,0.001450317868731193,0.00013116908095846816
SL1344_2805,2.73,0.00103557,0.005084835,0.115577967,0.600143758,0.97404575,-4.260000228881837,0.7401484865790977,0.006264947280555448,0.017575729616196994
STnc1580,2.72,0.040093811,0.112051487,-0.073605928,0.6825971740000001,0.980552058,-3.559999942779541,0.7290592334494773,0.1324894157617195,0.2509185874184146
cadC,2.72,0.0007258785,0.003766696,0.014475,0.950513844,0.991822998,-9.350000381469727,0.07226205539153663,0.0005694130765965747,0.002990173221934633
dsrB,2.72,0.0032323865,0.013261828,-0.113292566,0.569841811,0.962120616,-4.079999923706056,0.649746192893401,0.015049640857738715,0.03633698161480411
polB,2.71,0.000803405,0.00409998,0.064377368,0.802409197,0.980552058,-3.940000057220459,0.5455061763453074,0.0038272107984191183,0.014269393152501652
RprA,2.71,0.0145384265,0.04713753,-0.466764712,0.004961237,0.120946905,-4.989999771118164,0.6017337461300309,0.050205402021900734,0.0026690624550053726
kdsA,2.71,0.00479927,0.018623109,0.202331636,0.394775849,0.930477739,-5.4099998474121085,0.4423765211166786,0.015190425247171766,0.027808002945519338
ddl,2.7,0.000612117,0.0032583620000000003,-0.416579263,0.027310475,0.39942638,-11.199999809265137,0.04093645484949833,0.0002905293457732995,7.934347717417696e-05
gcvR,2.7,0.0010821965,0.005282151,0.079482967,0.695200585,0.980552058,-6.260000228881836,0.44778372444078496,0.004183081219247048,0.013799531078085842
glpE,2.69,0.0028023065000000002,0.011781311,-0.241160983,0.26012623100000004,0.865346655,-5.210000038146973,0.5663621708758731,0.011817434948578506,0.016164522689854924
STnc4230,2.69,0.0347134615,0.099370175,-0.139700306,0.567037581,0.962120616,-6.4099998474121085,0.3970760997258844,0.07283756878086751,0.13772167130461524
