RNA1 name,RNA2 name,RNA1 chromosome,Start of RNA1 first read,Start of RNA1 last read,RNA1 strand,RNA2 chromosome,Start of RNA2 last read,Start of RNA2 first read,RNA2 strand,Number of interactions,Other interactions of RNA1,Other interactions of RNA2,Total other interactions,Odds ratio,Fishers exact test p-value,RNA1 type,RNA2 type
SL1344_1365#gene1387.5UTR,FnrS,NC_016810,1468085,1468097,+,NC_016810,1706837,1706840,-,71,1386,94296,19640977,10.67001267,1.17E-39,5UTR,sRNA
SL1344_1581#gene1602.5UTR,InvR,NC_016810,1698914,1698952,+,NC_016810,3067537,3067586,+,71,28,332959,19403672,147.7724533,1.71E-95,5UTR,sRNA
ompC#gene2276.5UTR,InvR,NC_016810,2364201,2364222,-,NC_016810,3067533,3067586,+,71,1125,332959,19402575,3.677684239,7.81E-13,5UTR,sRNA
glpA#gene2292.5UTR,STnc440,NC_016810,2387894,2387914,+,NC_016810,4580533,4580565,+,71,3037,39801,19693821,11.56776771,2.95E-42,5UTR,sRNA
ArcZ,SL1344_0361#gene367,NC_016810,3511862,3511863,+,NC_016810,414944,415370,+,70,116331,746,19619583,15.82535728,1.66E-49,sRNA,CDS
ArcZ,orgAb#gene2901,NC_016810,3511862,3511873,+,NC_016810,3036710,3036970,-,70,116331,4936,19615393,2.391247018,0.000608637,sRNA,CDS
fliC#gene1914,CyaR,NC_016810,2006005,2006113,-,NC_016810,2228909,2228932,+,70,6678,52663,19677319,3.916624679,4.94E-14,CDS,sRNA
SL1344_3283#gene3339,DapZ,NC_016810,3499103,3499109,-,NC_016810,74872,74924,+,70,1185,261256,19474219,4.40325124,3.22E-16,CDS,sRNA
putA#gene1079.5UTR,DapZ,NC_016810,1167827,1167899,-,NC_016810,74879,74924,+,70,451,261256,19474953,11.56995429,5.01E-40,5UTR,sRNA
yifK#gene3954.5UTR,GcvB,NC_016810,4160905,4160929,+,NC_016810,3156905,3156935,+,70,183,736690,18999787,9.865313887,2.33E-33,5UTR,sRNA
SL1344_3198#gene3255,MgrR,NC_016810,3414258,3414282,+,NC_016810,1550822,1550843,+,70,2668,43158,19690834,11.97057508,1.65E-42,CDS,sRNA
SL1344_3500#gene3561,MgrR,NC_016810,3719643,3719648,-,NC_016810,1550836,1550843,+,70,115,43158,19693387,277.7533492,3.34E-128,CDS,sRNA
STnc440,fliC#gene1914,NC_016810,4580485,4580509,+,NC_016810,2005854,2005995,-,70,46300,5921,19684439,5.026260924,8.33E-20,sRNA,CDS
ArcZ,yidE#gene3833,NC_016810,3511862,3511862,+,NC_016810,4030212,4030292,-,69,116332,320,19620009,36.36630025,6.24E-71,sRNA,CDS
rplV#gene3463,CyaR,NC_016810,3614651,3614697,-,NC_016810,2228883,2228931,+,69,1983,72418,19662260,9.447421339,2.56E-35,CDS,sRNA
ytfM#gene4429.5UTR,CyaR,NC_016810,4666552,4666591,+,NC_016810,2228924,2228931,+,69,468,52664,19683529,55.10517171,6.27E-84,5UTR,sRNA
InvR,rpoE#gene2651,NC_016810,3067463,3067513,+,NC_016810,2780225,2780226,-,69,314764,106,19421791,40.16496993,5.89E-69,sRNA,CDS
ArcZ,SL1344_0034#gene33.SL1344_0035#gene34.IGR,NC_016810,3511862,3511863,+,NC_016810,38716,38718,+,68,116333,132,19620197,86.88312183,1.86E-91,sRNA,IGR
STnc500,atpH#gene3895,NC_016810,1172618,1172625,-,NC_016810,4099818,4099822,-,68,4538,530,19731594,557.8670647,1.63E-150,sRNA,CDS
glpK#gene4108,STnc870,NC_016810,4317271,4317290,-,NC_016810,4292592,4292599,+,68,7574,21137,19707951,8.371084741,7.70E-32,CDS,sRNA
ArcZ,ndh#gene1166,NC_016810,3511862,3511863,+,NC_016810,1251068,1251072,+,67,116334,21,19620308,538.0896859,2.11E-123,sRNA,CDS
SL1344_4249#gene4332,InvR,NC_016810,4580941,4580973,-,NC_016810,3067530,3067587,+,67,464,332963,19403236,8.414629766,5.33E-30,CDS,sRNA
corE#gene2702,SL1344_1968#gene1996,NC_016810,2829931,2829934,+,NC_016810,2073617,2073619,+,67,90,192862,19543711,75.43843306,1.10E-83,CDS,CDS
STnc440,sipF#gene2912,NC_016810,4580519,4580521,+,NC_016810,3047048,3047048,-,67,6944,2196,19727523,86.67728774,8.71E-96,sRNA,CDS
alaS#gene2859,STnc870,NC_016810,2994083,2994169,-,NC_016810,4292581,4292599,+,67,12481,21138,19703044,5.003741359,1.11E-18,CDS,sRNA
SL1344_1977#gene2006,CyaR,NC_016810,2080051,2080465,+,NC_016810,2228925,2228932,+,66,1611,52667,19682386,15.31043602,3.82E-46,CDS,sRNA
gpmB#gene4606.5UTR,CyaR,NC_016810,4862479,4862497,+,NC_016810,2228908,2228931,+,66,141,52667,19683856,174.9429402,6.19E-109,5UTR,sRNA
rpsG#gene3475.fusA#gene3474.IGR,InvR,NC_016810,3623188,3623380,-,NC_016810,3067534,3067586,+,66,413,332964,19403287,9.312620626,7.36E-32,IGR,sRNA
SL1344_4249#gene4332,STnc440,NC_016810,4581126,4581179,-,NC_016810,4580510,4580565,+,66,1084,39806,19695774,30.12584012,2.47E-64,CDS,sRNA
prgK#gene2903,STnc440,NC_016810,3038158,3038572,-,NC_016810,4580515,4580564,+,66,8168,39806,19688690,3.996653419,2.65E-13,CDS,sRNA
glpT#gene2291,STnc870,NC_016810,2386516,2386680,-,NC_016810,4292570,4292599,+,66,14377,21139,19701148,4.278413516,8.32E-15,CDS,sRNA
pykA#gene1844.5UTR,ArcZ,NC_016810,1939983,1940005,+,NC_016810,3511886,3511917,+,65,979,41850,19693836,31.24392017,3.29E-64,5UTR,sRNA
ArcZ,sdhC#gene726,NC_016810,3511862,3511863,+,NC_016810,797707,797764,+,65,116336,4854,19615475,2.257866639,0.030893548,sRNA,CDS
ArcZ,yehX#gene2173,NC_016810,3511862,3511864,+,NC_016810,2256267,2256559,-,65,116336,262,19620067,41.84065013,5.50E-70,sRNA,CDS
rpoS#gene2956,CyaR,NC_016810,3089008,3089179,-,NC_016810,2228925,2228932,+,65,10837,52668,19673160,2.240431037,0.038289543,CDS,sRNA
SL1344_3175#gene3232,STnc870,NC_016810,3387829,3387872,-,NC_016810,4292597,4292598,+,65,85,21140,19715440,713.1746897,1.22E-143,CDS,sRNA
SL1344_3569#gene3630.5UTR,STnc440,NC_016810,3800175,3800177,-,NC_016810,4580531,4580565,+,65,3244,39807,19693614,9.912848839,2.34E-34,5UTR,sRNA
STnc870,traS,NC_016810,4292510,4292544,+,NC_017720,11026,11078,-,65,18216,3227,19715222,21.80032888,5.09E-55,sRNA,NC_017720#gene
ArcZ,SL1344_1218#gene1237,NC_016810,3511862,3511864,+,NC_016810,1314835,1315271,-,64,116337,1058,19619271,10.20138908,4.96E-34,sRNA,CDS
ArcZ,cstA#gene595,NC_016810,3511862,3511864,+,NC_016810,662323,662393,+,64,116337,228,19620101,47.34002744,8.49E-72,sRNA,CDS
ArcZ,glpA#gene2292,NC_016810,3511862,3511863,+,NC_016810,2389335,2389590,+,64,116337,2494,19617835,4.327297382,2.70E-14,sRNA,CDS
GcvB,sicP#gene2911,NC_016810,3156809,3156816,+,NC_016810,3046606,3046642,-,64,808450,402,18927814,3.727358926,3.00E-10,sRNA,CDS
STnc440,siiE#gene4281,NC_016810,4580485,4580498,+,NC_016810,4520331,4520385,+,64,39295,2182,19695189,14.70104095,1.12E-43,sRNA,CDS
ArcZ,mglC#gene2197,NC_016810,3511862,3511865,+,NC_016810,2282454,2282792,-,63,116338,1037,19619292,10.24527289,1.59E-33,sRNA,CDS
ArcZ,speG#gene1453,NC_016810,3511862,3511863,+,NC_016810,1537636,1537983,-,63,116338,867,19619462,12.25425611,7.78E-38,sRNA,CDS
ybfA#gene702.5UTR,CyaR,NC_016810,773846,773846,+,NC_016810,2228925,2228931,+,63,664,52670,19683333,35.45747388,4.40E-65,5UTR,sRNA
glyS#gene3681,InvR,NC_016810,3862084,3862472,-,NC_016810,3067531,3067585,+,63,197,332967,19403503,18.63602448,8.24E-46,CDS,sRNA
MgrR,SL1344_2984#gene3039,NC_016810,1550750,1550799,+,NC_016810,3185717,3185803,+,63,3741,19400,19713526,17.11257724,6.12E-47,sRNA,CDS
STnc870,ptsI#gene2441,NC_016810,4292535,4292559,+,NC_016810,2544150,2544194,+,63,18218,2428,19716021,28.0808624,9.57E-60,sRNA,CDS
hupB#gene452,STnc3640.AS,NC_016810,507566,507689,+,NC_016810,1915906,1915906,-,62,43738,1176,19691754,23.73612657,4.55E-54,CDS,AS
ArcZ,SL1344_2250#gene2289.AS,NC_016810,3511862,3511862,+,NC_016810,2384749,2384798,-,61,116340,95,19620234,108.2882544,4.67E-86,sRNA,AS
ArcZ,SL1344_2494#gene2539,NC_016810,3511862,3511864,+,NC_016810,2670009,2670084,-,61,116340,169,19620160,60.87186608,7.64E-74,sRNA,CDS
alaS#gene2859,ArcZ,NC_016810,2994133,2994177,-,NC_016810,3511899,3511900,+,61,10946,23632,19702091,4.646075189,5.34E-15,CDS,sRNA
InvR,SL1344_1226#gene1246,NC_016810,3067505,3067533,+,NC_016810,1326887,1326974,+,61,311100,1138,19424431,3.346847066,3.42E-08,sRNA,CDS
ompC#gene2276.5UTR,STnc870,NC_016810,2364166,2364171,-,NC_016810,4292592,4292598,+,61,1521,21144,19714004,37.39282794,7.16E-65,5UTR,sRNA
ArcZ,mpl#gene4436,NC_016810,3511862,3511862,+,NC_016810,4677287,4677287,+,60,116341,136,19620193,74.40169416,7.32E-77,sRNA,CDS
siiA#gene4277,ArcZ,NC_016810,4499609,4499631,+,NC_016810,3511901,3511917,+,60,4806,18162,19713702,13.55102042,7.77E-39,CDS,sRNA
siiE#gene4281,ChiX,NC_016810,4518403,4518489,+,NC_016810,555572,555573,+,60,10,9700977,10035683,6.207013788,0.000950617,CDS,sRNA
GJB7-4722,CyaR,NC_017718,42392,42785,+,NC_016810,2228906,2228931,+,60,3936,52673,19680061,5.695535281,6.96E-19,NC_017718#gene,sRNA
sdhC#gene726,CyaR,NC_016810,797739,797752,+,NC_016810,2228896,2228932,+,60,1170,72427,19663073,13.92246977,4.39E-39,CDS,sRNA
yohG#gene2182.SL1344_2151#gene2183.IGR,CyaR,NC_016810,2268327,2268332,+,NC_016810,2228923,2228932,+,60,1040,52673,19682957,21.55858241,1.02E-49,IGR,sRNA
FnrS,flhD#gene1882.5UTR,NC_016810,1706839,1706866,-,NC_016810,1979711,1979724,-,60,94842,325,19641503,38.23331046,1.24E-62,sRNA,5UTR
SL1344_2969#gene3024.argA#gene3025.IGR,MgrR,NC_016810,3164191,3164214,+,NC_016810,1550836,1550843,+,60,81,43168,19693421,337.9290043,4.81E-113,IGR,sRNA
SL1344_1393#gene1415.5UTR,OxyS,NC_016810,1492647,1492700,-,NC_016810,4364310,4364312,-,60,149,1681,19734840,4727.492823,1.71E-184,5UTR,sRNA
yjbC#gene4213,RprA,NC_016810,4437034,4437035,+,NC_016810,1401691,1401717,-,60,100,98410,19638160,119.7327101,1.57E-87,CDS,sRNA
flhD#gene1882,SL1344_1968#gene1996,NC_016810,1979578,1979600,-,NC_016810,2073570,2073570,+,60,312,21544,19714814,175.979873,1.13E-101,CDS,CDS
mukE#gene946,STnc2040,NC_016810,1036138,1036179,+,NC_016810,1819354,1819373,-,60,276,24458,19711936,175.2066186,2.82E-101,CDS,sRNA
STnc440,hilC#gene2899.RUF_219c.IGR,NC_016810,4580485,4580499,+,NC_016810,3034505,3034588,-,60,39299,2651,19694720,11.34252732,1.75E-34,sRNA,IGR
ArcZ,SL1344_3557#gene3618,NC_016810,3511862,3511862,+,NC_016810,3782890,3783058,+,59,116342,1485,19618844,6.69980938,9.36E-22,sRNA,CDS
GlmZ,glmU#gene3889.glmS#gene3888.IGR,NC_016810,4163241,4163355,+,NC_016810,4092238,4092258,-,59,14811,4654,19717206,16.8766648,2.39E-43,sRNA,IGR
rfaP#gene3749,MgrR,NC_016810,3937286,3937297,-,NC_016810,1550815,1550843,+,59,5768,43169,19687734,4.664987716,2.14E-14,CDS,sRNA
SL1344_2698#gene2749,RprA,NC_016810,2880442,2880459,-,NC_016810,1401685,1401692,-,59,469,64824,19671378,38.17491922,4.04E-62,CDS,sRNA
SL1344_1968#gene1996,sopE#gene2725,NC_016810,2073534,2073550,+,NC_016810,2863184,2863215,+,59,213154,1525,19521992,3.543339874,6.97E-09,CDS,CDS
STnc440,plsC#gene3204,NC_016810,4580498,4580499,+,NC_016810,3357326,3357333,-,59,39300,189,19697182,156.459434,1.33E-95,sRNA,CDS
sptP#gene2910,STnc440,NC_016810,3045108,3045570,-,NC_016810,4580519,4580539,+,59,3469,39813,19693389,8.412852361,5.16E-27,CDS,sRNA
ArcZ,invJ#gene2923,NC_016810,3511862,3511862,+,NC_016810,3058750,3058762,-,58,116343,3555,19616774,2.7509058,0.000156309,sRNA,CDS
dctA#gene3640,CyaR,NC_016810,3812191,3812251,-,NC_016810,2228882,2228931,+,58,1663,72429,19662580,9.468120093,6.09E-29,CDS,sRNA
yhjW#gene3662.5UTR,MgrR,NC_016810,3843612,3843649,-,NC_016810,1550836,1550843,+,58,1467,43170,19692035,18.0345965,7.83E-44,5UTR,sRNA
RydC,rmf#gene1022,NC_016810,1686526,1686536,+,NC_016810,1114136,1114142,+,58,56608,2243,19677821,8.988721286,7.29E-28,sRNA,CDS
STnc440,sigD#gene1047,NC_016810,4580485,4580488,+,NC_016810,1134973,1135083,-,58,39301,543,19696828,53.53291045,1.68E-69,sRNA,CDS
ArcZ,cspB#gene1950.5UTR,NC_016810,3511862,3511863,+,NC_016810,2037006,2037077,-,57,116344,3086,19617243,3.114389414,2.70E-06,sRNA,5UTR
hscB#gene2547,ArcZ,NC_016810,2678232,2678232,-,NC_016810,3511899,3511899,+,57,18,23636,19713019,2641.079716,1.64E-143,CDS,sRNA
ArcZ,nuoM#gene2325,NC_016810,3511862,3511863,+,NC_016810,2423623,2424041,-,57,116344,402,19619927,23.91124551,1.58E-48,sRNA,CDS
ArcZ,parB,NC_016810,3511862,3511863,+,NC_017720,48193,48588,-,57,116344,221,19620108,43.49506503,1.37E-61,sRNA,NC_017720#gene
ArcZ,pdxA#gene92,NC_016810,3511862,3511878,+,NC_016810,103496,103633,-,57,116344,2275,19618054,4.224792555,9.99E-12,sRNA,CDS
STnc470,DapZ,NC_016810,94736,94791,-,NC_016810,74879,74923,+,57,513,261269,19474891,8.282179584,1.00E-24,sRNA,sRNA
hilC#gene2899.RUF_219c.IGR,MgrR,NC_016810,3034536,3034593,-,NC_016810,1550787,1550843,+,57,5520,43754,19687399,4.646290488,7.03E-14,IGR,sRNA
siiA#gene4277,STnc870,NC_016810,4499596,4499656,+,NC_016810,4292582,4292597,+,57,6680,21148,19708845,7.952254407,8.97E-25,CDS,sRNA
ArcZ,sipC#gene2915,NC_016810,3511862,3511863,+,NC_016810,3050741,3050764,-,56,116345,1955,19618374,4.830104767,6.10E-14,sRNA,CDS
basS#gene4311.AS,FnrS,NC_016810,4553957,4553958,+,NC_016810,1706784,1706785,-,56,250,16634,19719790,265.5544644,3.63E-104,AS,sRNA
SL1344_3112#gene3169,STnc870,NC_016810,3322262,3322430,-,NC_016810,4292564,4292599,+,56,16659,21149,19698866,3.131053494,2.94E-06,CDS,sRNA
STnc440,sipC#gene2915,NC_016810,4580485,4580500,+,NC_016810,3051540,3051546,-,56,39303,1777,19695594,15.79224893,3.37E-39,sRNA,CDS
ArcZ,cigR#gene3788,NC_016810,3511862,3511863,+,NC_016810,3982234,3982246,-,55,116346,67,19620262,138.4335106,1.96E-81,sRNA,CDS
ArcZ,rfbC#gene2103,NC_016810,3511862,3511863,+,NC_016810,2173118,2173328,-,55,116346,1069,19619260,8.675932214,3.51E-25,sRNA,CDS
GcvB,acs#gene4295,NC_016810,3156809,3156816,+,NC_016810,4536834,4536941,-,55,808459,45,18928171,28.61546624,2.63E-42,sRNA,CDS
orgAa#gene2902,RUF_220c,NC_016810,3037065,3037142,-,NC_016810,3035282,3035687,-,55,1592,151008,19584075,4.480461338,1.25E-12,CDS,sRNA
fliC#gene1914,STnc440,NC_016810,2006540,2006698,-,NC_016810,4580527,4580559,+,55,9304,39817,19687554,2.922915195,6.17E-05,CDS,sRNA
cfa#gene1381,STnc870,NC_016810,1461996,1462279,-,NC_016810,4292562,4292599,+,55,2532,21150,19712993,20.24609098,4.23E-44,CDS,sRNA
ArcZ,SL1344_2574#gene2619.SL1344_2573#gene2618.IGR,NC_016810,3511862,3511863,+,NC_016810,2755634,2755911,-,54,116347,26,19620303,350.244184,1.52E-93,sRNA,IGR
SL1344_3478#gene3539.gntT#gene3540.IGR,ChiX,NC_016810,3691816,3691825,+,NC_016810,555572,555573,+,54,8,9700983,10035685,6.982887585,0.00217671,IGR,sRNA
GJB7-4648.pefB.IGR,MgrR,NC_017720,78999,79022,+,NC_016810,1550836,1550844,+,54,0,43174,19693502,inf,1.33E-137,IGR,sRNA
glk#gene2411.5UTR,InvR,NC_016810,2516654,2516673,-,NC_016810,3067540,3067586,+,54,397,332976,19403303,7.926217525,4.66E-22,5UTR,sRNA
invA#gene2927,InvR,NC_016810,3061335,3061466,-,NC_016810,3067532,3067556,+,54,715,332976,19402985,4.400918582,3.11E-11,CDS,sRNA
asd#gene3567,MgrR,NC_016810,3731026,3731222,-,NC_016810,1550812,1550843,+,54,308,43174,19693194,79.97180813,6.83E-73,CDS,sRNA
STnc440,ompD#gene1523,NC_016810,4580485,4580499,+,NC_016810,1612022,1612045,+,54,39305,4140,19693231,6.535255831,3.30E-19,sRNA,CDS
invE#gene2928,STnc870,NC_016810,3063710,3063730,-,NC_016810,4292564,4292599,+,54,1151,21151,19714374,43.7290983,2.32E-60,CDS,sRNA
sipA#gene2913,sipC#gene2915,NC_016810,3049166,3049210,-,NC_016810,3050625,3050929,-,54,936,9147,19726593,124.4203207,2.30E-84,CDS,CDS
ArcZ,invC#gene2925,NC_016810,3511862,3511864,+,NC_016810,3059713,3059780,-,53,116348,505,19619824,17.69785679,4.74E-39,sRNA,CDS
ArcZ,yghB#gene3193,NC_016810,3511861,3511862,+,NC_016810,3343303,3343309,+,53,116348,212,19620117,42.15826013,2.72E-56,sRNA,CDS
GcvB,purU#gene1708,NC_016810,3156816,3156816,+,NC_016810,1808411,1808450,+,53,808461,185,18928031,6.707342837,3.32E-17,sRNA,CDS
ompC#gene2276,STnc440,NC_016810,2363659,2363694,-,NC_016810,4580524,4580534,+,53,3522,39819,19693336,7.442442013,2.62E-21,CDS,sRNA
glpK#gene4108,STnc870,NC_016810,4316535,4316536,-,NC_016810,4292570,4292600,+,53,2901,21152,19712624,17.02633371,1.40E-38,CDS,sRNA
PK-repZ.AS,pduV#gene2064,NC_017718,360,363,-,NC_016810,2129136,2129136,+,52,3094,891,19732693,372.2131304,1.52E-105,AS,CDS
ArcZ.SL1344_3299#gene3355.IGR,CyaR,NC_016810,3511710,3511722,-,NC_016810,2228925,2228931,+,52,266,52681,19683731,73.04241403,8.58E-68,IGR,sRNA
ArcZ,AvrA#gene2897,NC_016810,3511862,3511900,+,NC_016810,3032719,3032724,-,52,116349,1842,19618487,4.760105452,2.52E-12,sRNA,CDS
ArcZ,SL1344_0339#gene345,NC_016810,3511862,3511863,+,NC_016810,388712,388744,+,52,116349,433,19619896,20.25114081,1.78E-40,sRNA,CDS
ArcZ,SL1344_1408#gene1429.pntA#gene1430.IGR,NC_016810,3511862,3511862,+,NC_016810,1512285,1512301,+,52,116349,173,19620156,50.68705301,1.03E-58,sRNA,IGR
ArcZ,SibC,NC_016810,3511862,3511863,+,NC_016810,3243728,3243734,+,52,116349,327,19620002,26.81587567,3.87E-46,sRNA,sRNA
ArcZ,fhuA#gene192.AS,NC_016810,3511862,3511863,+,NC_016810,224424,224440,-,52,116349,0,19620329,inf,6.63E-110,sRNA,AS
sprB#gene2898,ArcZ,NC_016810,3033680,3033698,-,NC_016810,3511899,3511917,+,52,6143,41863,19688672,3.981153333,2.45E-09,CDS,sRNA
SL1344_3369#gene3430,InvR,NC_016810,3596108,3596108,-,NC_016810,3067556,3067586,+,52,748,332978,19402952,4.050923247,2.98E-09,CDS,sRNA
invE#gene2928,STnc440,NC_016810,3063519,3063936,-,NC_016810,4580534,4580565,+,52,6940,39820,19689918,3.704985605,3.90E-08,CDS,sRNA
STnc440,prgJ#gene2904,NC_016810,4580496,4580505,+,NC_016810,3038304,3038595,-,52,46318,3657,19686703,6.043681573,8.17E-17,sRNA,CDS
glpF#gene4109,tRNA-Gly#rna32,NC_016810,4317820,4317884,-,NC_016810,1993163,1993165,-,52,48468,8246,19679964,2.560526139,0.018320747,CDS,tRNA
siiA#gene4277.5UTR,siiB#gene4278,NC_016810,4498919,4499044,+,NC_016810,4500152,4500527,+,52,5096,43907,19687675,4.575458192,9.62E-12,5UTR,CDS
ArcZ,pykA#gene1844.5UTR,NC_016810,3511862,3511863,+,NC_016810,1939970,1940027,+,51,116350,906,19619423,9.492089437,1.04E-24,sRNA,5UTR
cbiM#gene2031,CyaR,NC_016810,2101095,2101179,-,NC_016810,2228923,2228931,+,51,1505,52682,19682492,12.6605189,1.09E-30,CDS,sRNA
gmhA#gene312.SL1344_0307#gene313.IGR,DapZ,NC_016810,355507,355577,+,NC_016810,74875,74882,+,51,2847,127644,19606188,2.751537692,0.002835832,IGR,sRNA
FnrS,rplW#gene3466,NC_016810,1706842,1706865,-,NC_016810,3616238,3616278,-,51,94851,225,19641603,46.9377938,1.66E-56,sRNA,CDS
sulII,InvR,NC_017719,667,667,-,NC_016810,3067547,3067586,+,51,409,332979,19403291,7.266167758,5.46E-19,NC_017719#gene,sRNA
STnc2040,OxyS,NC_016810,1819395,1819398,-,NC_016810,4364306,4364311,-,51,6683,1690,19728306,89.08443007,2.38E-72,sRNA,sRNA
STnc870,SL1344_2449#gene2495,NC_016810,4292542,4292543,+,NC_016810,2599517,2599656,-,51,18230,441,19718008,125.0857844,6.08E-79,sRNA,CDS
glgS#gene3227,CyaR,NC_016810,3380168,3380171,-,NC_016810,2228925,2228931,+,50,499,52683,19683498,37.43701742,1.02E-51,CDS,sRNA
pykA#gene1844.5UTR,RprA,NC_016810,1939984,1940018,+,NC_016810,1401704,1401719,-,50,994,33537,19702149,29.55105623,3.12E-47,5UTR,sRNA
sprB#gene2898,STnc870,NC_016810,3033377,3033760,-,NC_016810,4292545,4292599,+,50,15049,21155,19700476,3.094040913,7.33E-05,CDS,sRNA
FnrS,ptsG#gene1158.3UTR,NC_016810,1706842,1706851,-,NC_016810,1243965,1243989,+,49,94853,446,19641382,22.75004145,2.72E-40,sRNA,3UTR
SL1344_1263#gene1283,ArcZ,NC_016810,1363777,1364159,-,NC_016810,3511882,3511917,+,49,1723,41866,19693092,13.37713911,2.04E-30,CDS,sRNA
ArcZ,SL1344_2782#gene2829.stpA#gene2830.IGR,NC_016810,3511862,3511862,+,NC_016810,2969348,2969597,+,49,116352,192,19620137,43.03512156,4.83E-52,sRNA,IGR
rfaC#gene3740.rfaL#gene3741.IGR,DapZ,NC_016810,3929375,3929591,+,NC_016810,74873,74923,+,49,64,261277,19475340,57.06896201,6.62E-54,IGR,sRNA
SL1344_3128#gene3185.SL1344_3127#gene3184.IGR,MgrR,NC_016810,3337540,3337768,-,NC_016810,1550812,1550844,+,49,306,43179,19693196,73.03285472,6.40E-64,IGR,sRNA
sigD#gene1047,MgrR,NC_016810,1134689,1134877,-,NC_016810,1550836,1550838,+,49,7911,43179,19685591,2.823843169,0.002377719,CDS,sRNA
orgAa#gene2902,RUF_220c,NC_016810,3037094,3037094,-,NC_016810,3035712,3035713,-,49,914,7960,19727807,132.8665404,1.63E-77,CDS,sRNA
SL1344_1767#gene1789,STnc2080,NC_016810,1893411,1893441,-,NC_016810,2759412,2759420,-,49,843,5427,19730411,211.3220504,2.99E-87,CDS,sRNA
SL1344_3495#gene3556,STnc440,NC_016810,3713531,3713580,-,NC_016810,4580545,4580566,+,49,97,39823,19696761,249.853356,8.35E-87,CDS,sRNA
sopE2#gene1806,STnc440,NC_016810,1910172,1910271,-,NC_016810,4580556,4580566,+,49,3921,39823,19692937,6.179819003,5.82E-16,CDS,sRNA
traG,STnc440,NC_017720,11243,11291,-,NC_016810,4580559,4580566,+,49,1715,39823,19695143,14.13048669,1.70E-31,NC_017720#gene,sRNA
STnc870,smg#gene3432,NC_016810,4292542,4292553,+,NC_016810,3596780,3596813,-,49,18232,1245,19717204,42.56354052,8.02E-54,sRNA,CDS
tRNA-Gln#rna12,ybfM#gene682,NC_016810,737790,737796,-,NC_016810,749017,749046,+,49,710,1599,19734372,851.7508548,1.72E-116,tRNA,CDS
ArcZ,SL1344_3224#gene3279,NC_016810,3511861,3511862,+,NC_016810,3442033,3442118,-,48,116353,691,19619638,11.71322793,8.44E-27,sRNA,CDS
ArcZ,STnc290,NC_016810,3511838,3511872,+,NC_016810,3215638,3215645,-,48,116353,1987,19618342,4.073128261,1.70E-08,sRNA,sRNA
ArcZ,grxA#gene864,NC_016810,3511862,3511865,+,NC_016810,944502,944589,-,48,116353,1789,19618540,4.52397291,3.67E-10,sRNA,CDS
SL1344_2456#gene2502,CyaR,NC_016810,2604527,2604545,-,NC_016810,2228892,2228931,+,48,3444,72439,19660799,3.782742784,2.11E-07,CDS,sRNA
SL1344_3112#gene3169,flgL#gene1139,NC_016810,3321423,3321639,-,NC_016810,1224238,1224317,+,48,10773,21959,19703950,3.998023252,2.60E-08,CDS,CDS
groES#gene4350,STnc290,NC_016810,4595536,4595779,+,NC_016810,3215639,3215675,-,48,4108,1987,19730587,116.0253645,2.85E-73,CDS,sRNA
clpA#gene899.3UTR,SL1344_1968#gene1996,NC_016810,981514,981519,+,NC_016810,2073570,2073618,+,47,62,214486,19522135,68.99768667,2.58E-55,3UTR,CDS
aspA#gene4347,ArcZ,NC_016810,4592943,4592958,-,NC_016810,3511892,3511899,+,47,14118,23646,19698919,2.773380065,0.003008695,CDS,sRNA
invA#gene2927,CyaR,NC_016810,3061050,3061064,-,NC_016810,2228905,2228931,+,47,3941,52686,19680056,4.45474168,1.09E-09,CDS,sRNA
FnrS,hilA#gene2908.5UTR,NC_016810,1706825,1706834,-,NC_016810,3042151,3042165,+,47,94855,2081,19639747,4.676290023,2.12E-10,sRNA,5UTR
GcvB,STnc2170,NC_016810,3156809,3156816,+,NC_016810,1553671,1553701,-,47,808467,260,18927956,4.232197537,6.23E-08,sRNA,sRNA
GcvB,sigD#gene1047,NC_016810,3156802,3156880,+,NC_016810,1136119,1136240,-,47,808467,351,18927865,3.134946067,0.000744931,sRNA,CDS
SL1344_1514#gene1534,InvR,NC_016810,1626451,1626460,-,NC_016810,3067533,3067586,+,47,201,332983,19403499,13.62573039,1.20E-27,CDS,sRNA
htpX#gene1795,InvR,NC_016810,1898508,1898860,-,NC_016810,3067531,3067586,+,47,627,332983,19403073,4.36796121,5.32E-09,CDS,sRNA
yhjW#gene3662,MgrR,NC_016810,3843453,3843583,-,NC_016810,1550812,1550843,+,47,6426,43181,19687076,3.334614689,8.68E-06,CDS,sRNA
glpF#gene4109,OxyS,NC_016810,4317819,4317880,-,NC_016810,4364306,4364403,-,47,48473,1703,19686507,11.20861563,1.15E-25,CDS,sRNA
osmE#gene1266.5UTR,RydC,NC_016810,1348005,1348005,+,NC_016810,1686590,1686590,+,47,1786,55528,19679369,9.326432279,2.72E-22,5UTR,sRNA
tRNA-Gly#rna32,SL1344_4251#gene4334,NC_016810,1993188,1993200,-,NC_016810,4582069,4582081,-,47,9203,1546,19725934,65.16231756,5.23E-60,tRNA,CDS
ompD#gene1523,STnc840,NC_016810,1612002,1612040,+,NC_016810,1224280,1224280,+,47,6400,21442,19708841,6.750153955,1.16E-16,CDS,sRNA
