Genome,Type,Start,End,Strand,Locus_tag,Gene_name,MS2-PinT_SPI-1_vs_PinT_SPI-1_log2FoldChange,MS2-PinT_SPI-1_vs_PinT_SPI-1_pvalue,MS2-PinT_SPI-1_vs_PinT_SPI-1_padj,MS2-PinT_SPI-1_vs_MS2_SPI-1_log2FoldChange,MS2-PinT_SPI-1_vs_MS2_SPI-1_pvalue,MS2-PinT_SPI-1_vs_MS2_SPI-1_padj
NC_016810.1,CDS,601976,602188,-,SL1344_0534,SL1344_0534,3.76,2.7181799999999998e-05,0.00013188700000000002,2.85,0.0013936170000000002,0.032307016
NC_016810.1,sRNA,2756549,2756647,+,ncRNA0273,STnc1920,3.76,0.000272826,0.000917548,-2.47,0.012140108,0.106915365
NC_016810.1,CDS,3971323,3972860,+,SL1344_3718,sugR,3.76,4.04603e-05,0.000185726,0.87,0.333283279,0.63102133
NC_016810.1,CDS,2828390,2829751,-,SL1344_2650,ffh,3.76,1.15938e-05,6.43088e-05,0.87,0.30266377,0.602067827
NC_016810.1,CDS,2241571,2244060,-,SL1344_2127,stcC,3.76,0.00020129,0.000711177,-1.79,0.043227673,0.225130649
NC_016810.1,CDS,1278442,1279548,-,SL1344_1172,trmU,3.75,4.04272e-06,2.65395e-05,0.35,0.663673783,0.8580161070000001
NC_016810.1,CDS,2141976,2143406,+,SL1344_2044,sbcB,3.75,4.1525e-06,2.69658e-05,0.26,0.745287802,0.8990900409999999
NC_016810.1,CDS,4477472,4479892,-,SL1344_4172,plsB,3.75,1.0579600000000001e-05,5.93828e-05,0.38,0.651236591,0.8518987859999999
NC_016810.1,CDS,2060954,2061304,-,SL1344_1952,SL1344_1952,3.75,0.001971519,0.004881445,1.56,0.169290033,0.46668734100000003
NC_016810.1,CDS,3255047,3255754,+,SL1344_3049,SL1344_3049,3.75,0.002117679,0.0051821670000000005,2.24,0.050873073,0.246721606
NC_016810.1,CDS,4540175,4541131,+,SL1344_4216,nrfD,3.75,0.039885092000000004,0.061656132,0.17,0.916513646,
NC_016810.1,sRNA,3555600,3555808,+,ncRNA0520,RUF_107c.50,3.74,0.002454562,0.005864940999999999,-1.66,0.110147955,0.378280489
NC_016810.1,CDS,3514339,3515268,-,SL1344_3301,SL1344_3301,3.74,0.0005243730000000001,0.0015904000000000003,1.87,0.06741389999999998,0.289849692
NC_016810.1,CDS,4202307,4202855,+,SL1344_3928,tatB,3.74,1.52671e-05,8.04847e-05,0.83,0.32571287600000004,0.623741248
NC_016810.1,CDS,2184735,2186105,-,SL1344_2081,cpsG,3.73,0.034843117,0.05508938099999999,-0.62,0.685893544,
NC_016810.1,CDS,4437634,4437906,-,SL1344_4129,SL1344_4129,3.73,7.00711e-05,0.000294658,-1.21,0.178491785,0.47725152
NC_016810.1,CDS,1138602,1139966,-,SL1344_1034,copS,3.73,9.7759e-05,0.000390516,-1.33,0.13191107,0.413509329
NC_016810.1,CDS,3755246,3755629,+,SL1344_3531,SL1344_3531,3.73,0.000891011,0.002495937,0.86,0.411852121,0.6918857140000001
NC_016810.1,CDS,93610,93840,+,SL1344_0081,SL1344_0081,3.73,0.001996495,0.004934031,-2.91,0.010350195999999999,0.09780572
NC_016810.1,CDS,3874047,3875297,+,SL1344_3630,avtA,3.73,0.000163406,0.00060234,3.38,0.000634659,0.019827583
NC_016810.1,CDS,2917473,2918315,-,SL1344_2741,SL1344_2741,3.73,0.0045833440000000005,0.009945096,1.33,0.26779016699999997,0.574042729
NC_016810.1,CDS,1842796,1844589,+,SL1344_1715,SL1344_1715,3.73,0.006373148,0.013100683,-0.66,0.564512516,0.801895438
NC_016810.1,CDS,3607361,3607477,-,SL1344_3386,rpmJ,3.73,1.5138e-05,7.9991e-05,-0.19,0.825624419,0.935920405
NC_016810.1,CDS,1376424,1377404,+,SL1344_1274,btuC,3.73,6.85453e-05,0.000289321,1.39,0.119758436,0.395830675
NC_016810.1,CDS,4360951,4361955,+,SL1344_4071,argC,3.73,0.009621973,0.018656535,-0.87,0.46099976600000003,0.7278035159999999
NC_016810.1,CDS,1937235,1938710,-,SL1344_1820,zwf,3.73,0.000246326,0.000842567,0.09,0.925181637,0.9742766890000001
NC_016810.1,CDS,3326777,3327829,-,SL1344_3116,SL1344_3116,3.73,0.000901306,0.002523994,-1.09,0.303747704,0.602345559
NC_016810.1,sRNA,765332,765503,-,ncRNA0506,RUF_178,3.72,0.006792741,0.013821458,-2.26,0.071660356,0.300817155
NC_016810.1,CDS,1721249,1722107,+,SL1344_1601,SL1344_1601,3.72,0.026142297000000002,0.043077002999999996,-1.6,0.240882896,
NC_016810.1,CDS,1056703,1057812,-,SL1344_0945,SL1344_0945,3.72,0.002925439,0.006790391,-0.87,0.411387716,0.6918857140000001
NC_016810.1,CDS,1027002,1028750,+,SL1344_0921,msbA,3.72,7.882350000000001e-05,0.00032554400000000004,0.51,0.578760539,0.8108531809999999
NC_016810.1,CDS,4207662,4209485,+,SL1344_3934,SL1344_3934,3.72,1.50115e-05,7.95091e-05,-2.12,0.008694869000000001,0.08849479
NC_016810.1,CDS,883937,884611,-,SL1344_0795,ybiH,3.72,0.000242566,0.000831603,0.2,0.836153337,0.9390195459999999
NC_016810.1,CDS,819489,820532,+,SL1344_0733,nadA,3.72,0.002492463,0.005935063000000001,0.26,0.8141953409999999,0.9297677059999999
NC_016810.1,CDS,1490622,1491200,-,SL1344_1390,rnfB,3.72,0.002563255,0.006077959,-0.52,0.632479024,0.840233063
NC_016810.1,CDS,4099299,4099832,-,SL1344_3835,atpH,3.72,6.73749e-05,0.00028478,1.37,0.137413968,0.4226062
NC_016810.1,CDS,1201001,1201576,-,SL1344_1094,SL1344_1094,3.72,0.003038505,0.007007752,-1.48,0.19584543100000001,0.49803199
NC_017720.1,CDS,93464,93748,-,SL1344_P1_0104,SL1344_P1_0104,3.71,6.56383e-05,0.000278484,-0.54,0.5397192129999999,0.7841795840000001
NC_016810.1,CDS,1304382,1304975,+,SL1344_1200,SL1344_1200,3.71,0.000128916,0.0004954509999999999,1.51,0.11558101800000001,0.388688706
NC_016810.1,sRNA,2082026,2082107,+,ncRNA0191,STnc690,3.71,0.022681628,0.038366416,-2.27,0.075706627,
NC_016810.1,CDS,2943912,2945156,+,SL1344_2760,iroD,3.71,0.024840282,0.041320672,0.86,0.559974395,
NC_016810.1,sRNA,1285997,1286284,+,ncRNA0028,IsrC,3.71,0.016301918999999998,0.029025525,-0.69,0.591566907,
NC_016810.1,CDS,920865,921785,+,SL1344_0826,yliC,3.71,0.000625797,0.0018537570000000001,0.82,0.436538279,0.7084164620000001
NC_016810.1,CDS,3603447,3603872,-,SL1344_3379,yhdM,3.7,4.7846e-05,0.000212727,0.87,0.322401174,0.6211545479999999
NC_016810.1,CDS,3337751,3338266,-,SL1344_3128,SL1344_3128,3.7,1.2371900000000001e-05,6.7674e-05,-3.04,0.00022960599999999998,0.010326156999999999
NC_016810.1,CDS,3410930,3411622,+,SL1344_3195,SL1344_3195,3.7,0.044922175,0.068491889,0.2,0.9040653340000001,
NC_016810.1,CDS,465185,465877,+,SL1344_0405,SL1344_0405,3.7,0.000297198,0.000982312,1.73,0.077261738,0.313473218
NC_016810.1,CDS,510175,510549,+,SL1344_0447,ybaV,3.7,0.0012989710000000001,0.0034269440000000003,-0.89,0.37819144299999996,0.667175595
NC_016810.1,CDS,2774306,2775415,+,SL1344_2597A,SL1344_2597A,3.7,0.001837793,0.004602233,-0.86,0.398303907,0.6830091909999999
NC_016810.1,CDS,3807909,3808676,-,SL1344_3576,SL1344_3576,3.7,0.0023681979999999997,0.005694788,-0.19,0.8760098129999999,0.9522336770000001
NC_016810.1,CDS,378014,378412,+,SL1344_0330,SL1344_0330,3.7,0.006664921999999999,0.013613585,-1.11,0.329655298,0.62679105
NC_016810.1,CDS,1394721,1396316,-,SL1344_1291,SL1344_1291,3.7,0.0068651730000000005,0.013940537,-0.71,0.536227,0.783586386
NC_016810.1,CDS,3339283,3340167,+,SL1344_3131,SL1344_3131,3.7,0.001118274,0.003013692,-0.85,0.45356381100000004,0.721481374
NC_016810.1,CDS,926740,927687,+,SL1344_0832,SL1344_0832,3.7,0.003567327,0.008008286,-0.16,0.885085514,0.957767425
NC_016810.1,CDS,1515652,1516686,-,SL1344_1411,SL1344_1411,3.7,0.00019826299999999998,0.0007026830000000001,-1.06,0.23093726899999997,0.535914281
NC_016810.1,CDS,4607879,4609381,+,SL1344_4282,yjeM,3.7,0.002255407,0.005459485,0.07,0.9466064470000001,0.98088853
NC_016810.1,CDS,4816441,4817220,+,SL1344_4468,SL1344_4468,3.69,0.051148930999999995,0.076524026,0.04,0.983965885,
NC_016810.1,CDS,1044973,1046163,-,SL1344_0935,aspC,3.69,1.20264e-05,6.61855e-05,0.25,0.7675197429999999,0.908809427
NC_016810.1,CDS,3618856,3619332,-,SL1344_3410,bfr,3.69,0.00095413,0.002635911,0.68,0.541694783,0.7848703779999999
NC_016810.1,CDS,933211,933891,+,SL1344_0837,SL1344_0837,3.69,0.001991961,0.004925299,0.04,0.9710301379999999,0.988914449
NC_016810.1,CDS,4873429,4873974,-,SL1344_4522,sthA,3.69,0.04011786,0.061941647,1.94,0.255399712,
NC_016810.1,CDS,3691960,3693228,+,SL1344_3479,gntT,3.69,0.004391925,0.009592049,-1.62,0.11874610699999999,0.394417154
NC_016810.1,CDS,2563383,2564042,-,SL1344_2419,eutL,3.69,0.008051444,0.016003531,-0.13,0.9150953279999999,
NC_016810.1,CDS,4562489,4563421,-,SL1344_4234,melR,3.69,0.000226462,0.0007832389999999999,-0.08,0.928374206,0.975515949
NC_016810.1,CDS,2482309,2483487,-,SL1344_2341,SL1344_2341,3.69,0.000581524,0.001745541,0.61,0.554882821,0.7949117659999999
NC_016810.1,CDS,1483302,1484807,-,SL1344_1384,SL1344_1384,3.68,5.3881099999999995e-05,0.00023558299999999998,-2.13,0.014311821,0.117447508
NC_016810.1,CDS,1916257,1916457,-,SL1344_1792,SL1344_1792,3.68,0.0061638940000000005,0.012731468999999999,0.77,0.521200447,0.772581458
NC_016810.1,CDS,1113144,1113707,+,SL1344_1005,SL1344_1005,3.68,0.000630276,0.001864575,-1.09,0.300648668,0.5998668070000001
NC_016810.1,CDS,3201120,3202298,-,SL1344_2997,SL1344_2997,3.68,0.000138001,0.000524333,3.07,0.001474829,0.033274912999999996
NC_016810.1,CDS,4367017,4367652,+,SL1344_4076,yijC,3.68,9.850989999999999e-06,5.5979899999999996e-05,-1.98,0.014056411000000001,0.116778997
NC_016810.1,CDS,4230690,4231289,-,SL1344_3948,SL1344_3948,3.68,6.12599e-05,0.000262127,0.06,0.945870877,0.98088853
NC_016810.1,CDS,2910939,2911295,-,SL1344_2732,SL1344_2732,3.68,0.005922276999999999,0.012325551,-1.1,0.31698134899999997,0.615417081
NC_016810.1,CDS,1140775,1141185,+,SL1344_1036,SL1344_1036,3.68,0.000136089,0.00051779,-0.85,0.332104032,0.6300263779999999
NC_016810.1,sRNA,3186441,3186534,-,ncRNA0343,STnc3830,3.68,0.041196421000000004,0.06342410400000001,-0.22,0.891049454,
NC_016810.1,CDS,1286319,1286558,-,SL1344_1180,msgA,3.68,0.00011921,0.000462283,-0.17,0.849929527,0.944567385
NC_016810.1,CDS,1142048,1143610,-,SL1344_1038,hpaB,3.68,0.005065148,0.010818763,-1.56,0.144748281,0.431444107
NC_016810.1,CDS,2451811,2452641,-,SL1344_2310,SL1344_2310,3.68,0.0018724479999999999,0.004673349,0.09,0.932315674,0.97597989
NC_016810.1,CDS,2604412,2605479,-,SL1344_2456,SL1344_2456,3.68,3.17285e-05,0.00015039,0.29,0.733948521,0.893261869
NC_017719.1,CDS,851,1075,-,SL1344_P3_0002,SL1344_P3_0002,3.68,0.00019114299999999998,0.000682155,-1.26,0.180144172,0.47957876200000005
NC_016810.1,CDS,4143372,4144853,-,SL1344_3873,gppA,3.68,1.1968800000000001e-05,6.59488e-05,1.59,0.055346223,0.258690525
NC_016810.1,CDS,2454050,2454322,-,SL1344_2312,SL1344_2312,3.68,0.006773205,0.013791041,-1.48,0.18982172600000002,0.491380415
NC_016810.1,CDS,2678487,2678810,-,SL1344_2503,SL1344_2503,3.67,0.000150785,0.000564347,-1.36,0.155352088,0.447591434
NC_016810.1,CDS,101427,102275,-,SL1344_0089,apaH,3.67,3.74713e-05,0.00017386400000000003,-0.21,0.8102053579999999,0.927664123
NC_016810.1,CDS,3750691,3751458,-,SL1344_3527,livG,3.67,0.005042616,0.010783404,-1.52,0.18615762800000002,0.488201815
NC_016810.1,CDS,479646,480506,-,SL1344_0421,phnU,3.67,0.046898028,0.071215524,-0.54,0.7479655129999999,
NC_016810.1,CDS,2176672,2177694,-,SL1344_2075,galF,3.67,2.12217e-05,0.000106783,0.73,0.38764228799999995,0.674325652
NC_016810.1,CDS,2123936,2125330,+,SL1344_2027,pduP,3.67,0.039142077000000004,0.060830725999999995,-0.68,0.6639385529999999,
NC_016810.1,CDS,3910906,3911379,+,SL1344_3660,yibK,3.67,0.007822282,0.01559615,1.21,0.335421751,
NC_016810.1,CDS,2078541,2078783,+,SL1344_1975,SL1344_1975,3.67,0.010127854,0.019469558,1.83,0.175626919,
NC_016810.1,CDS,613262,613552,-,SL1344_0546,SL1344_0546,3.67,0.026865754,0.04405106,-2.0,0.133128117,
NC_016810.1,CDS,1057823,1060708,-,SL1344_0946,recE,3.67,0.004386953,0.009585833,-0.4,0.7214842490000001,0.887048631
NC_016810.1,CDS,1592913,1594988,-,SL1344_1488,glgX,3.67,0.00160538,0.004097489,0.06,0.9592074079999999,0.985174615
NC_016810.1,CDS,338265,338753,+,SL1344_0289,sciY,3.67,0.003196348,0.007309957,-1.09,0.297478272,0.5986110370000001
NC_016810.1,CDS,1531272,1533707,-,SL1344_1428,dmsA2,3.67,0.00017488,0.00063401,0.33,0.7164887,0.88540626
NC_016810.1,CDS,3010313,3012553,-,SL1344_2822,hydA,3.67,0.00025822400000000004,0.000876952,1.31,0.177560231,0.477029596
NC_016810.1,CDS,676025,676792,+,SL1344_0601,SL1344_0601,3.67,0.001555771,0.003993469,-0.69,0.517126915,0.76907808
NC_016810.1,CDS,4141098,4141208,+,SL1344_3871,SL1344_3871,3.67,0.010008183,0.019284966,1.57,0.237270197,
NC_016810.1,CDS,3420717,3421613,-,SL1344_3207,SL1344_3207,3.67,6.0271499999999994e-05,0.000259004,0.66,0.452829419,0.72093304
NC_016810.1,CDS,1363164,1363922,+,SL1344_1262,SL1344_1262,3.67,0.000167892,0.000614855,-0.66,0.47440783799999997,0.7386003409999999
NC_016810.1,CDS,1584297,1584629,+,SL1344_1481,SL1344_1481,3.67,0.00092456,0.002572254,0.13,0.9005808679999999,0.964948942
NC_016810.1,sRNA,1550746,1550843,+,ncRNA0046,MgrR,3.66,1.41035e-05,7.53942e-05,-1.67,0.044695850999999995,0.228499945
NC_016810.1,CDS,4039286,4039912,-,SL1344_3785,ccmA1,3.66,0.004574395,0.009928065,1.2,0.310853761,0.610308345
NC_016810.1,CDS,4586131,4586508,-,SL1344_4257,SL1344_4257,3.66,0.06087718599999999,0.08857997599999999,1.31,0.482151593,
NC_016810.1,CDS,218305,220779,+,SL1344_0190,hrpB,3.66,0.000131456,0.00050307,1.49,0.113381648,0.38413931700000004
NC_016810.1,CDS,1087228,1087923,+,SL1344_0984,SL1344_0984,3.66,0.000261654,0.000887018,-1.13,0.20778206800000001,0.5098937170000001
NC_016810.1,CDS,1420909,1421646,-,SL1344_1315,SL1344_1315,3.66,0.000515292,0.0015681279999999998,-2.83,0.002161395,0.04095723
NC_016810.1,CDS,3305580,3306137,-,SL1344_3099,SL1344_3099,3.66,0.000340686,0.0011057880000000001,-0.57,0.532395037,0.78178862
NC_016810.1,CDS,3297528,3298853,-,SL1344_3092,SL1344_3092,3.65,0.000139514,0.00052897,1.28,0.160200799,0.453407695
NC_016810.1,CDS,4298387,4299346,+,SL1344_4015,SL1344_4015,3.65,0.00515161,0.010976836,0.48,0.6850807329999999,0.870431537
NC_016810.1,CDS,2444860,2445315,-,SL1344_2305,SL1344_2305,3.65,3.86692e-06,2.56279e-05,2.88,0.000267092,0.01126128
NC_016810.1,CDS,4433653,4435209,+,SL1344_4124,yjbB,3.65,0.000272925,0.000917548,0.75,0.44394921200000004,0.7152809609999999
NC_016810.1,CDS,1758368,1759483,-,SL1344_1640,SL1344_1640,3.65,5.7736900000000005e-06,3.57438e-05,-1.3,0.100450805,0.362080822
NC_016810.1,CDS,908194,909459,-,SL1344_0817,SL1344_0817,3.65,0.0053330109999999995,0.011305231,1.56,0.213718782,0.516395836
NC_016810.1,CDS,3627391,3627609,+,SL1344_3421,slyX,3.65,0.00046429800000000003,0.001439164,-1.5,0.111456278,0.380123384
NC_016810.1,CDS,1196932,1197306,-,SL1344_1090,msyB,3.65,0.0009402439999999999,0.0026027579999999997,1.94,0.076338018,0.310976008
NC_016810.1,CDS,3690218,3690901,+,SL1344_3477,SL1344_3477,3.65,0.002037088,0.005013338,-1.13,0.264347806,0.570470345
NC_016810.1,CDS,1469302,1469709,-,SL1344_1367,gloA,3.65,0.00021008900000000003,0.000735497,0.83,0.38893769899999997,0.674665394
NC_016810.1,CDS,2767785,2768207,-,SL1344_2592,cII,3.65,0.001549816,0.0039815829999999995,2.26,0.042138493,0.221563736
NC_017719.1,CDS,4306,4719,-,SL1344_P3_0009,mobB,3.65,0.000782256,0.002238563,2.78,0.009328672,0.092568459
NC_016810.1,CDS,2703891,2705333,-,SL1344_2526,SL1344_2526,3.64,2.97432e-05,0.00014278,1.21,0.156237707,0.448044619
NC_016810.1,CDS,40131,41624,+,SL1344_0036,SL1344_0036,3.64,0.000278231,0.000930555,-0.96,0.285074742,0.590473971
NC_016810.1,CDS,1708130,1709284,-,SL1344_1588,SL1344_1588,3.64,0.000758176,0.002179334,0.58,0.5831389889999999,0.811769383
NC_016810.1,CDS,148806,149963,+,SL1344_0127,ftsW,3.64,0.000253388,0.000862336,1.31,0.178005222,0.47725152
NC_016810.1,CDS,2609749,2610375,-,SL1344_2461,upp,3.64,0.00017500599999999998,0.000634212,0.73,0.43828501299999995,0.7092038140000001
NC_016810.1,CDS,4448898,4449620,-,SL1344_4142,SL1344_4142,3.64,0.000999518,0.002742821,2.75,0.010469227,0.098130501
NC_016810.1,CDS,3531464,3531964,-,SL1344_3313,sspB,3.64,1.03149e-05,5.8114e-05,-0.25,0.7598454570000001,0.906561473
NC_016810.1,CDS,1159383,1159889,+,SL1344_1055,scsD,3.64,0.017470801,0.030772627,0.07,0.9560972659999999,
NC_016810.1,CDS,4668363,4672142,+,SL1344_4343,ytfN,3.64,4.55585e-05,0.00020516099999999998,1.16,0.192473863,0.49351147100000003
NC_016810.1,CDS,799913,800632,+,SL1344_0717,sdhB,3.63,0.000105614,0.00041800699999999997,-0.31,0.738089078,0.8958526309999999
NC_016810.1,CDS,3498067,3498363,-,SL1344_3281,SL1344_3281,3.63,0.000706017,0.0020529579999999997,-0.56,0.593998659,0.816983283
NC_016810.1,CDS,846394,847452,+,SL1344_0760,modC,3.63,8.955809999999999e-05,0.000361924,1.19,0.190550805,0.491561098
NC_016810.1,sRNA,436949,437082,-,ncRNA0365,STnc4150,3.63,0.098365483,0.133261739,3.87,0.078499448,0.315758899
NC_016810.1,CDS,1863681,1865225,+,SL1344_1734,nhaB,3.63,0.000259592,0.000881264,-1.02,0.276275775,0.581152597
NC_016810.1,CDS,4226273,4227181,-,SL1344_3946,yihG,3.63,0.0007777999999999999,0.002227225,-2.89,0.002929603,0.048048329
NC_016810.1,CDS,1911711,1912187,+,SL1344_1786,SL1344_1786,3.63,0.000132297,0.0005056430000000001,-1.67,0.059115112000000004,0.270121842
NC_016810.1,sRNA,52537,52672,-,ncRNA0416,StyR-29,3.63,0.000479892,0.001476184,3.44,0.000951241,0.025668281
NC_016810.1,CDS,455670,457487,+,SL1344_0396,malZ,3.63,0.000119839,0.000464325,2.16,0.019174587,0.140142754
NC_016810.1,CDS,288235,288801,+,SL1344_0249,SL1344_0249,3.63,0.000139074,0.000527524,-1.41,0.109292363,0.37689844
NC_016810.1,CDS,2829917,2830708,+,SL1344_2651,corE,3.63,0.000148126,0.000555782,-0.58,0.5107654070000001,0.7636576759999999
NC_016810.1,CDS,3178824,3179294,-,SL1344_2978,ppdA,3.63,0.049243799000000005,0.07405453,0.13,0.9365113629999999,
NC_016810.1,CDS,1276340,1277710,-,SL1344_1170,purB,3.63,0.000356537,0.001148559,0.1,0.919237645,0.973037954
NC_016810.1,CDS,2068665,2069282,-,SL1344_1963,SL1344_1963,3.62,0.036397111,0.057115855,1.43,0.373514323,
NC_016810.1,CDS,3675996,3677705,-,SL1344_3466,yhgE,3.62,0.00019506,0.0006935110000000001,0.09,0.92196981,0.9735964109999999
NC_016810.1,CDS,1555043,1555708,+,SL1344_1451,SL1344_1451,3.62,9.74712e-05,0.00038971199999999996,-1.65,0.060165370999999995,0.272217031
NC_016810.1,CDS,2531263,2532519,-,SL1344_2384,xapB,3.62,0.00176284,0.004436612,-0.06,0.954949805,0.9833481940000001
NC_016810.1,CDS,916410,917351,+,SL1344_0823,ybiK,3.62,0.000120554,0.00046689400000000003,-0.77,0.400404659,0.685061237
NC_016810.1,CDS,3773156,3774280,-,SL1344_3550,SL1344_3550,3.62,0.000152008,0.000568692,-1.01,0.274385225,0.579764701
NC_016810.1,CDS,1591598,1592800,+,SL1344_1487,SL1344_1487,3.62,0.0022304720000000003,0.005412931,-0.39,0.7062891570000001,0.882535055
NC_016810.1,CDS,4606676,4607653,+,SL1344_4281,yjeA,3.62,0.001129312,0.003036183,-0.15,0.882858238,0.9571841590000001
NC_016810.1,CDS,151146,152621,+,SL1344_0129,murC,3.62,2.3602e-05,0.00011703700000000001,0.74,0.37659861299999997,0.666020377
NC_016810.1,CDS,3430739,3432070,-,SL1344_3215,tdcC,3.62,0.002654906,0.006265634,-0.5,0.638102001,0.844324447
NC_016810.1,CDS,4028840,4030501,-,SL1344_3774,yidE,3.62,0.000123514,0.000477128,-0.58,0.515635107,0.767705678
NC_016810.1,CDS,1409544,1411031,+,SL1344_1304,SL1344_1304,3.62,0.000791171,0.002259773,-0.23,0.83166524,0.9370993329999999
NC_016810.1,CDS,2273114,2274472,-,SL1344_2156,SL1344_2156,3.62,0.021798295,0.037149747999999996,-3.39,0.004056069,0.056768129
NC_016810.1,CDS,1715388,1716074,+,SL1344_1596,SL1344_1596,3.62,0.0008619239999999999,0.002425001,-0.18,0.8559776929999999,0.945387282
NC_016810.1,CDS,4481327,4482652,+,SL1344_4175,dinF,3.62,0.000479706,0.001476184,-0.07,0.9382881040000001,0.977256685
NC_016810.1,CDS,4525672,4526130,+,SL1344_4202,soxR,3.61,0.00011495,0.00044885199999999996,2.67,0.003781873,0.055316424
NC_016810.1,CDS,3502379,3503365,+,SL1344_3287,SL1344_3287,3.61,0.000355966,0.0011479489999999999,1.16,0.241011096,0.545590891
NC_016810.1,CDS,4253044,4254285,-,SL1344_3967,yihS,3.61,0.033890729,0.053724846,-2.12,0.135672699,
NC_016810.1,sRNA,3296886,3297024,-,ncRNA0346,STnc3870,3.61,0.002474997,0.005899703,-3.05,0.001861395,0.037936475
NC_016810.1,CDS,2618819,2619079,-,SL1344_2467,SL1344_2467,3.61,0.024220689,0.040480011,-3.01,0.014320615,0.117447508
NC_016810.1,CDS,1922651,1922818,+,SL1344_1802,SL1344_1802,3.61,0.008838568,0.017335047,-3.04,0.002785464,0.046740051
NC_016810.1,CDS,2967727,2968176,-,SL1344_2779,ygaU,3.61,0.0016782639999999998,0.004246265999999999,-1.0,0.381374169,0.67033296
NC_016810.1,sRNA,3550031,3550308,-,ncRNA0130,sRNA33,3.61,0.0006638989999999999,0.001951244,-0.77,0.413075442,0.6918857140000001
NC_016810.1,CDS,621547,622107,+,SL1344_0554,ykgB,3.61,0.016615471,0.029508082,1.12,0.409569212,
NC_016810.1,CDS,1419957,1420850,-,SL1344_1314,SL1344_1314,3.61,0.020271058,0.034934072999999996,-0.56,0.665805219,
NC_016810.1,CDS,2527879,2529294,-,SL1344_2381,gltX,3.61,7.67499e-05,0.000317999,0.38,0.661464997,0.856980043
NC_016810.1,CDS,3197264,3198682,-,SL1344_2994,araE,3.6,1.31207e-05,7.129470000000001e-05,-0.7,0.39907614,0.683464747
NC_016810.1,CDS,1300171,1300761,+,SL1344_1195,SL1344_1195,3.6,0.007299765,0.014694015,2.84,0.030809813,0.18579658100000002
NC_016810.1,CDS,1509397,1510779,-,SL1344_1407,SL1344_1407,3.6,0.0030202909999999996,0.006976446,0.66,0.56436151,0.801849778
NC_017718.1,CDS,20956,21426,+,SL1344_P2_0031,ycgA,3.6,0.067142467,0.09648320099999999,1.28,0.498003381,
NC_016810.1,CDS,2019309,2020526,+,SL1344_1903,fliK,3.6,0.000442519,0.001383801,1.61,0.10819866300000001,0.376047491
NC_016810.1,sRNA,2146261,2146324,-,ncRNA0192,STnc695,3.6,0.00149522,0.003864438,-0.17,0.87470574,0.9519020020000001
NC_016810.1,CDS,3594494,3594751,-,SL1344_3367,SL1344_3367,3.6,0.000126053,0.00048589699999999995,0.03,0.977339572,0.992045253
NC_016810.1,CDS,3468958,3469842,-,SL1344_3254,SL1344_3254,3.6,4.62432e-06,2.96035e-05,1.81,0.020868145,0.146642191
NC_016810.1,CDS,890733,891665,+,SL1344_0801,SL1344_0801,3.6,0.000204411,0.0007193869999999999,0.62,0.496736713,0.75591831
NC_016810.1,CDS,4455255,4456682,-,SL1344_4149,SL1344_4149,3.6,0.010570086000000001,0.020156908,0.63,0.620987441,
NC_016810.1,CDS,2275638,2276036,+,SL1344_2158,yohJ,3.59,0.000461975,0.001433442,-0.23,0.8058017820000001,0.92589658
NC_016810.1,CDS,925875,926729,+,SL1344_0831,SL1344_0831,3.59,0.0023781379999999997,0.005711076999999999,0.35,0.753637555,0.903614939
NC_016810.1,CDS,4332314,4334746,+,SL1344_4050,metL,3.59,3.99654e-05,0.00018392299999999998,2.29,0.008111371,0.085355963
NC_016810.1,CDS,922790,924115,-,SL1344_0828,SL1344_0828,3.59,0.00023521599999999998,0.0008100989999999999,0.58,0.54029164,0.7842690259999999
NC_016810.1,sRNA,4238588,4238764,+,ncRNA0096,tpk3,3.59,0.031999977,0.05115006,2.31,0.147980146,
NC_016810.1,CDS,354759,355337,+,SL1344_0306,gmhA,3.59,0.000114395,0.000446877,1.52,0.09303182199999999,0.348946545
NC_016810.1,CDS,3373790,3374563,+,SL1344_3164,SL1344_3164,3.59,0.000555731,0.001677046,-0.51,0.605762001,0.822558465
NC_016810.1,CDS,1001888,1004332,+,SL1344_0902,dmsA,3.59,0.000599218,0.001790309,0.46,0.660353799,0.856352696
NC_016810.1,CDS,1771980,1772570,+,SL1344_1650,btuR,3.59,0.002082259,0.005107963,-0.11,0.91987577,0.973037954
NC_016810.1,CDS,1977691,1978521,-,SL1344_1858,motA,3.59,0.000247225,0.0008441680000000001,-0.29,0.7642926040000001,0.908227892
NC_016810.1,CDS,1502253,1503182,-,SL1344_1401,tus,3.59,0.001306794,0.003440537,-1.48,0.155250941,0.447573867
NC_016810.1,CDS,733898,735322,-,SL1344_0659,miaB,3.59,8.397370000000001e-05,0.000342768,-0.4,0.650209136,0.8513802079999999
NC_016810.1,CDS,643490,644704,+,SL1344_0574,fes,3.59,0.024237843999999998,0.040501177,1.14,0.437856339,
NC_016810.1,CDS,2205274,2205915,-,SL1344_2099,udk,3.58,0.000746463,0.002151837,-1.71,0.092080371,0.347995809
NC_016810.1,CDS,1209268,1209915,+,SL1344_1105,SL1344_1105,3.58,4.15607e-05,0.000189643,-1.32,0.116026919,0.38979959799999997
